iter	Passed	Remaining
472	11275	12562
473	11299	12538
474	11322	12514
475	11346	12490
476	11370	12467
477	11392	12441
478	11415	12416
479	11437	12390
480	11459	12365
481	11481	12339
482	11503	12313
483	11526	12288
484	11547	12261
485	11570	12236
486	11592	12211
487	11615	12186
488	11637	12161
489	11661	12137
490	11684	12112
491	11706	12087
492	11728	12061
493	11750	12035
494	11773	12010
495	11796	11986
496	11819	11962
497	11842	11937
498	11864	11912
499	11886	11886
500	11908	11861
501	11931	11836
502	11955	11812
503	11977	11787
504	11999	11761
505	12022	11737
506	12044	11711
507	12066	11686
508	12089	11661
509	12111	11636
510	12134	11612
511	12157	11587
512	12180	11563
513	12201	11537
514	12223	11511
515	12245	11486
516	12267	11460
517	12290	11436
518	12312	11411
519	12334	11385
520	12356	11360
521	12379	11335
522	12403	11312
523	12425	11287
524	12448	11262
525	12470	11237
526	12495	11214
527	12517	11189
528	12540	11165
529	12562	11140
530	12586	11116
531	12607	11091
532	12628	11064
533	12650	11039
534	12674	11015
535	12696	10991
536	12718	10966
537	12742	10942
538	12763	10916
539	12787	10892
540	12807	10866
541	12829	10841
542	12852	10817
543	12875	10792
544	12900	10770
545	12924	10746
546	12948	10723
547	12972	10699
548	12995	10675
549	13016	10650
550	13038	10624
551	13059	10599
552	13081	10573
553	13104	10550
554	13128	10526
555	13150	10501
556	13174	10477
557	13196	10453
558	13219	10428
559	13241	10403
560	13264	10379
561	13287	10355
562	13310	10331
563	13331	10305
564	13352	10280
565	13374	10255
566	13397	10231
567	13419	10206
568	13441	10181
569	13463	10156
570	13484	10131
571	13506	10106
572	13528	10081
573	13551	10057
574	13573	10032
575	13597	10009
576	13621	9986
577	13644	9962
578	13666	9936
579	13689	9913
580	13712	9888
581	13734	9864
582	13757	9840
583	13779	9815
584	13804	9792
585	13826	9768
586	13848	9743
587	13871	9719
588	13894	9695
589	13916	9671
590	13937	9645
591	13957	9619
592	13978	9593
593	14001	9569
594	14022	9544
595	14043	9519
596	14065	9494
597	14087	9470
598	14109	9445
599	14132	9421
600	14154	9397
601	14177	9373
602	14198	9348
603	14220	9323
604	14244	9300
605	14266	9275
606	14288	9251
607	14309	9226
608	14331	9201
609	14353	9176
610	14375	9152
611	14399	9128
612	14420	9104
613	14444	9080
614	14466	9056
615	14489	9032
616	14512	9008
617	14534	8983
618	14556	8959
619	14578	8935
620	14609	8916
621	14634	8893
622	14655	8868
623	14679	8845
624	14701	8820
625	14723	8796
626	14745	8771
627	14766	8746
628	14788	8722
629	14811	8698
630	14834	8674
631	14856	8650
632	14878	8626
633	14900	8601
634	14922	8577
635	14944	8553
636	14966	8528
637	14989	8504
638	15012	8481
639	15033	8456
640	15054	8431
641	15079	8408
642	15105	8386
643	15126	8361
644	15148	8337
645	15171	8313
646	15194	8290
647	15217	8266
648	15238	8241
649	15261	8217
650	15281	8192
651	15303	8168
652	15325	8143
653	15347	8119
654	15369	8095
655	15393	8072
656	15416	8048
657	15438	8024
658	15459	7999
659	15480	7974
660	15503	7951
661	15525	7926
662	15546	7902
663	15568	7877
664	15590	7853
665	15612	7829
666	15636	7806
667	15658	7782
668	15679	7757
669	15702	7733
670	15724	7709
671	15744	7684
672	15766	7660
673	15786	7635
674	15808	7611
675	15831	7587
676	15853	7563
677	15875	7539
678	15895	7514
679	15919	7491
680	15940	7466
681	15960	7442
682	15981	7417
683	16003	7393
684	16026	7369
685	16049	7346
686	16071	7322
687	16093	7298
688	16116	7274
689	16137	7250
690	16159	7226
691	16182	7202
692	16205	7178
693	16228	7155
694	16250	7131
695	16271	7107
696	16292	7082
697	16314	7058
698	16336	7034
699	16357	7010
700	16378	6985
701	16400	6962
702	16423	6938
703	16444	6914
704	16467	6890
705	16488	6866
706	16510	6842
707	16532	6818
708	16555	6794
709	16578	6771
710	16598	6746
711	16620	6722
712	16642	6699
713	16665	6675
714	16688	6652
715	16711	6628
716	16731	6604
717	16753	6580
718	16775	6556
719	16797	6532
720	16818	6507
721	16840	6484
722	16860	6459
723	16884	6436
724	16905	6412
725	16927	6388
726	16947	6364
727	16969	6340
728	16992	6316
729	17013	6292
730	17034	6268
731	17056	6244
732	17078	6221
733	17099	6196
734	17121	6173
735	17144	6149
736	17164	6125
737	17186	6101
738	17207	6077
739	17227	6052
740	17247	6028
741	17271	6005
742	17295	5982
743	17320	5959
744	17344	5936
745	17368	5913
746	17389	5889
747	17412	5866
748	17434	5842
749	17456	5818
750	17477	5794
751	17500	5771
752	17522	5747
753	17545	5724
754	17567	5700
755	17589	5677
756	17611	5653
757	17633	5629
758	17656	5606
759	17678	5582
760	17699	5558
761	17720	5534
762	17743	5511
763	17766	5488
764	17789	5464
765	17811	5441
766	17834	5417
767	17857	5394
768	17878	5370
769	17900	5346
770	17921	5323
771	17945	5300
772	17968	5276
773	17991	5253
774	18013	5229
775	18037	5206
776	18059	5183
777	18084	5160
778	18105	5136
779	18129	5113
780	18152	5090
781	18174	5066
782	18196	5042
783	18217	5019
784	18238	4995
785	18260	4971
786	18282	4948
787	18304	4924
788	18326	4901
789	18350	4878
790	18372	4854
791	18394	4830
792	18416	4807
793	18439	4784
794	18461	4760
795	18483	4737
796	18506	4713
797	18527	4689
798	18548	4666
799	18572	4643
800	18594	4619
801	18616	4596
802	18638	4572
803	18660	4548
804	18681	4525
805	18702	4501
806	18723	4477
807	18746	4454
808	18770	4431
809	18792	4408
810	18815	4384
811	18836	4361
812	18858	4337
813	18879	4314
814	18901	4290
815	18920	4266
816	18941	4242
817	18961	4218
818	18984	4195
819	19007	4172
820	19028	4148
821	19049	4125
822	19069	4101
823	19093	4078
824	19114	4054
825	19135	4031
826	19158	4007
827	19181	3984
828	19202	3960
829	19225	3937
830	19246	3914
831	19271	3891
832	19300	3869
833	19324	3846
834	19347	3823
835	19370	3799
836	19392	3776
837	19414	3753
838	19437	3729
839	19460	3706
840	19482	3683
841	19506	3660
842	19529	3637
843	19553	3614
844	19575	3590
845	19597	3567
846	19619	3544
847	19642	3520
848	19665	3497
849	19688	3474
850	19708	3450
851	19731	3427
852	19751	3403
853	19774	3380
854	19795	3357
855	19818	3333
856	19841	3310
857	19863	3287
858	19884	3263
859	19906	3240
860	19926	3216
861	19947	3193
862	19970	3170
863	19992	3146
864	20013	3123
865	20036	3100
866	20059	3077
867	20082	3053
868	20103	3030
869	20125	3007
870	20147	2984
871	20169	2960
872	20190	2937
873	20212	2913
874	20233	2890
875	20255	2867
876	20278	2844
877	20300	2820
878	20321	2797
879	20343	2774
880	20364	2750
881	20386	2727
882	20407	2704
883	20428	2680
884	20449	2657
885	20472	2634
886	20494	2610
887	20516	2587
888	20537	2564
889	20559	2541
890	20581	2517
891	20601	2494
892	20622	2470
893	20642	2447
894	20664	2424
895	20687	2401
896	20708	2377
897	20731	2354
898	20753	2331
899	20773	2308
900	20795	2285
901	20817	2261
902	20837	2238
903	20859	2215
904	20880	2191
905	20903	2168
906	20926	2145
907	20948	2122
908	20968	2099
909	20988	2075
910	21011	2052
911	21033	2029
912	21055	2006
913	21077	1983
914	21098	1960
915	21122	1936
916	21145	1913
917	21169	1890
918	21192	1867
919	21216	1844
920	21239	1821
921	21261	1798
922	21282	1775
923	21305	1752
924	21326	1729
925	21351	1706
926	21373	1683
927	21395	1659
928	21416	1636
929	21439	1613
930	21462	1590
931	21484	1567
932	21506	1544
933	21527	1521
934	21550	1498
935	21570	1474
936	21593	1451
937	21615	1428
938	21638	1405
939	21659	1382
940	21682	1359
941	21705	1336
942	21729	1313
943	21753	1290
944	21778	1267
945	21799	1244
946	21821	1221
947	21843	1198
948	21866	1175
949	21889	1152
950	21911	1129
951	21935	1105
952	21956	1082
953	21976	1059
954	21998	1036
955	22020	1013
956	22043	990
957	22066	967
958	22087	944
959	22108	921
960	22130	898
961	22151	875
962	22173	851
963	22195	828
964	22216	805
965	22238	782
966	22261	759
967	22282	736
968	22303	713
969	22325	690
970	22347	667
971	22368	644
972	22390	621
973	22412	598
974	22434	575
975	22457	552
976	22480	529
977	22500	506
978	22522	483
979	22542	460
980	22565	437
981	22588	414
982	22609	391
983	22630	367
984	22653	344
985	22675	321
986	22698	298
987	22719	275
988	22740	252
989	22762	229
990	22784	206
991	22808	183
992	22830	160
993	22852	137
994	22873	114
995	22895	91
996	22917	68
997	22938	45
998	22961	22
999	22983	0
