iter	Logloss
277	0.260595414
278	0.260588061
279	0.2605826259
280	0.2605651922
281	0.2605598638
282	0.2605393022
283	0.2605263133
284	0.2605169884
285	0.2604983818
286	0.2604895591
287	0.2604752573
288	0.2604528482
289	0.2604361771
290	0.2604222874
291	0.2604135471
292	0.260397891
293	0.2603861798
294	0.2603648175
295	0.260353716
296	0.2603411551
297	0.2603252293
298	0.2603147134
299	0.2603056801
300	0.2602945009
301	0.2602856757
302	0.260266793
303	0.2602540931
304	0.260250923
305	0.2602289207
306	0.2602158313
307	0.2601993691
308	0.2601844694
309	0.2601579614
310	0.2601505507
311	0.2601339948
312	0.2601164108
313	0.2601062922
314	0.2600942979
315	0.2600707805
316	0.2600607354
317	0.2600437448
318	0.2600388389
319	0.2600224777
320	0.2600078391
321	0.2599987279
322	0.2599773509
323	0.2599659503
324	0.2599520983
325	0.2599335912
326	0.2599230556
327	0.2599032099
328	0.2598885042
329	0.2598719173
330	0.2598597286
331	0.2598450302
332	0.259835356
333	0.2598129646
334	0.2597982906
335	0.259783354
336	0.2597771827
337	0.2597697807
338	0.259755135
339	0.2597472381
340	0.2597362443
341	0.2597215716
342	0.2597071326
343	0.2596916659
344	0.2596794874
345	0.2596552696
346	0.2596447608
347	0.2596320059
348	0.2596144186
349	0.2596000588
350	0.2595893544
351	0.2595777645
352	0.2595687949
353	0.2595534258
354	0.2595396886
355	0.2595318361
356	0.2595195422
357	0.2595089716
358	0.2594974483
359	0.2594760155
360	0.2594658894
361	0.2594607157
362	0.2594501141
363	0.2594405796
364	0.2594297816
365	0.2594208127
366	0.2594096754
367	0.2594064854
368	0.2593940617
369	0.2593773901
370	0.2593676118
371	0.2593491747
372	0.2593415481
373	0.2593234522
374	0.2593113959
375	0.2592970461
376	0.2592806502
377	0.2592581542
378	0.2592469132
379	0.2592314652
380	0.2592243735
381	0.2592112938
382	0.2592027698
383	0.2591934135
384	0.2591720174
385	0.2591555124
386	0.259144104
387	0.2591235225
388	0.259107045
389	0.259093333
390	0.2590743227
391	0.2590602381
392	0.2590433274
393	0.25902606
394	0.2590127621
395	0.2590017932
396	0.2589891639
397	0.2589836623
398	0.2589703611
399	0.2589534613
400	0.2589321626
401	0.2589249217
402	0.2589156242
403	0.2589006801
404	0.2588813957
405	0.258866437
406	0.2588488936
407	0.2588413429
408	0.2588333453
409	0.2588190716
410	0.2588001358
411	0.2587924197
412	0.2587724572
413	0.2587614041
414	0.2587494817
415	0.2587336706
416	0.2587225368
417	0.2587146174
418	0.2586999429
419	0.2586889906
420	0.2586765264
421	0.2586714972
422	0.2586636053
423	0.2586316904
424	0.2586193795
425	0.2586085884
426	0.2585888295
427	0.2585755802
428	0.2585685604
429	0.258566362
430	0.2585567603
431	0.2585420202
432	0.2585317079
433	0.2585229347
434	0.2585104219
435	0.25850106
436	0.2584805921
437	0.2584691677
438	0.2584591601
439	0.2584486368
440	0.2584303999
441	0.2584168776
442	0.2584055705
443	0.2583919306
444	0.2583749099
445	0.2583732538
446	0.2583549956
447	0.2583421728
448	0.2583310275
449	0.2583257857
450	0.2583197268
451	0.2582966177
452	0.2582808177
453	0.2582705236
454	0.2582573719
455	0.2582433918
456	0.2582287834
457	0.2582153521
458	0.2581954927
459	0.2581873807
460	0.2581723365
461	0.258163473
462	0.2581518515
463	0.2581352137
464	0.2581256041
465	0.2581157886
466	0.2580984943
467	0.2580812083
468	0.2580666139
469	0.2580562859
470	0.2580378962
471	0.2580333143
472	0.2580159703
473	0.2579988985
474	0.2579752977
475	0.2579561873
476	0.2579385686
477	0.2579261749
478	0.2579177463
479	0.2579111153
480	0.2579060271
481	0.2578978717
482	0.2578833065
483	0.2578707511
484	0.2578618644
485	0.2578531301
486	0.2578459274
487	0.2578318863
488	0.2578219372
489	0.2578083939
490	0.2578017849
491	0.2577922187
492	0.2577873181
493	0.2577746502
494	0.2577680431
495	0.2577589781
496	0.2577504707
497	0.2577399753
498	0.2577344482
499	0.2577236248
500	0.257716947
501	0.2577057268
502	0.2576872836
503	0.2576847525
504	0.257672095
505	0.2576667401
506	0.2576575396
507	0.2576423878
508	0.2576377759
509	0.2576203424
510	0.2576128955
511	0.2576063752
512	0.257599499
513	0.2575867168
514	0.2575775327
515	0.2575696017
516	0.25755604
517	0.2575437372
518	0.2575392302
519	0.2575233233
520	0.2575083927
521	0.257499853
522	0.2574906406
523	0.2574755634
524	0.2574632479
525	0.2574526542
526	0.2574343295
527	0.2574302639
528	0.2574241406
529	0.2574034912
530	0.2573916431
531	0.2573830129
532	0.2573814725
533	0.2573715187
534	0.2573651856
535	0.2573492138
536	0.2573459174
537	0.2573402349
538	0.257325022
539	0.2573083463
540	0.2572928999
541	0.2572833789
542	0.2572692755
543	0.2572676119
544	0.2572577796
545	0.257245033
546	0.2572370962
547	0.2572272127
548	0.2572101339
549	0.2572010436
550	0.2571892771
551	0.2571792621
552	0.257175531
553	0.2571706777
554	0.2571590507
555	0.2571481391
556	0.2571356525
557	0.2571210968
558	0.2571082814
559	0.25709517
560	0.2570845918
561	0.2570747077
562	0.2570643234
563	0.2570596413
564	0.2570478404
565	0.2570323059
566	0.2570239238
567	0.257008079
568	0.2569991241
569	0.2569887962
570	0.2569802286
571	0.2569717325
572	0.2569542275
573	0.2569304951
574	0.2569138077
575	0.2569014706
576	0.2568998753
577	0.2568836008
578	0.2568682217
579	0.2568629691
580	0.256852313
581	0.2568432218
582	0.2568325148
583	0.2568194266
584	0.2568068924
585	0.2568025324
586	0.2567972247
587	0.2567861667
588	0.256775693
589	0.2567682687
590	0.2567540679
591	0.2567448131
592	0.2567309736
593	0.2567281456
594	0.2567177637
595	0.2567097741
596	0.2566972388
597	0.2566903562
598	0.2566736341
599	0.256656866
600	0.256648793
601	0.2566327713
602	0.2566223706
603	0.2566162843
604	0.2566040212
605	0.2565858762
606	0.2565752972
607	0.2565640201
608	0.2565529546
609	0.2565379076
610	0.2565232885
611	0.2565114763
612	0.2564988345
613	0.2564826081
614	0.2564667171
615	0.2564609893
616	0.2564520725
617	0.2564396788
618	0.2564263449
619	0.2564219233
620	0.256406711
621	0.2563953012
622	0.2563898752
623	0.2563762269
624	0.2563680704
625	0.2563440935
626	0.2563303976
627	0.2563192138
628	0.256301719
629	0.2562928104
630	0.2562828194
631	0.2562769713
632	0.2562687037
633	0.2562637391
634	0.2562576866
635	0.2562443844
636	0.2562289247
637	0.2562133893
638	0.2561965829
639	0.2561879036
640	0.256180054
641	0.2561745235
642	0.2561653128
643	0.2561468324
644	0.2561311216
645	0.2561127683
646	0.2560986677
647	0.2560852604
648	0.2560773524
649	0.2560619678
650	0.2560447349
651	0.2560407322
652	0.2560288504
653	0.2560177982
654	0.2560040845
655	0.2559914858
656	0.2559767819
657	0.2559692647
658	0.2559580645
659	0.2559441978
660	0.2559336312
661	0.255914284
662	0.2559044371
663	0.255900225
664	0.2558972574
665	0.2558870599
666	0.2558786961
667	0.2558661902
668	0.2558544805
669	0.2558465892
670	0.2558343129
671	0.2558245893
672	0.2558157012
673	0.255800175
674	0.2557901253
675	0.2557770979
676	0.2557681037
677	0.255765782
678	0.2557567317
679	0.2557415784
680	0.2557316835
681	0.2557274598
682	0.2557234421
683	0.2557113501
684	0.2556967617
685	0.2556816824
686	0.2556757421
687	0.2556675816
688	0.2556530429
689	0.2556446258
690	0.2556332308
691	0.2556198105
692	0.2556102316
693	0.2555986927
694	0.2555855434
695	0.255572651
696	0.2555582675
697	0.2555485296
698	0.2555369167
699	0.255524328
700	0.2555166498
701	0.2555046386
702	0.2554924763
703	0.2554874668
704	0.2554757832
705	0.2554731419
706	0.2554691327
707	0.255452777
708	0.2554379854
709	0.2554361978
710	0.2554295326
711	0.2554230597
712	0.2554049175
713	0.2553857881
714	0.2553807471
715	0.255377289
716	0.2553668484
717	0.2553581981
718	0.2553520779
719	0.2553468335
720	0.2553322386
721	0.2553241648
722	0.2553141941
723	0.2552944638
724	0.2552865568
725	0.2552800856
726	0.2552658355
727	0.2552558935
728	0.2552394065
729	0.255228716
730	0.2552260708
731	0.2552113938
732	0.2552039131
733	0.2551947393
734	0.2551825129
735	0.2551709132
736	0.2551635444
737	0.2551573869
738	0.2551437389
739	0.2551348245
740	0.2551304407
741	0.2551243044
742	0.2551187901
743	0.2551049823
744	0.255090072
745	0.2550806047
746	0.2550659327
747	0.2550536736
748	0.2550413763
749	0.2550344183
750	0.2550248168
751	0.2550110898
752	0.2550030359
753	0.2549906805
754	0.2549784646
755	0.2549733202
756	0.2549646819
757	0.2549538844
758	0.2549421139
759	0.2549347478
760	0.2549265719
761	0.2549167696
762	0.2549118022
763	0.25490432
764	0.2548980223
765	0.254894986
766	0.2548829788
767	0.2548720866
768	0.254868493
769	0.2548587876
770	0.2548527898
771	0.2548427654
772	0.2548366145
773	0.2548273687
774	0.2548132701
775	0.2548026316
776	0.2547933856
777	0.2547861034
778	0.2547752636
779	0.2547695392
780	0.2547607147
781	0.254736699
782	0.2547220429
783	0.2547137831
784	0.2547088818
785	0.2546939202
786	0.2546852832
787	0.2546782089
788	0.2546641711
789	0.2546528723
790	0.2546464539
791	0.2546349174
792	0.2546202595
793	0.2546074109
794	0.2546003365
795	0.2545895466
796	0.2545786005
797	0.2545742341
798	0.2545601805
799	0.2545487623
800	0.254538864
801	0.2545345056
802	0.2545242513
803	0.2545069016
804	0.2544981165
805	0.2544911577
806	0.2544786763
807	0.2544648288
808	0.254451573
809	0.2544356556
810	0.2544230985
811	0.2544123573
812	0.2544005953
813	0.2543900503
814	0.2543864017
815	0.2543813545
816	0.2543741309
817	0.2543683883
818	0.2543648026
819	0.2543508966
820	0.2543434002
821	0.2543319
822	0.2543190339
823	0.2543104253
824	0.2543060234
825	0.2542945857
826	0.2542868464
827	0.2542767063
828	0.2542726893
829	0.2542606358
830	0.2542522343
831	0.2542426542
832	0.2542288395
833	0.2542196007
834	0.2542077022
835	0.2541971357
836	0.2541869298
837	0.2541745773
838	0.2541581093
839	0.2541493387
840	0.2541460419
841	0.2541423318
842	0.2541347621
843	0.2541242523
844	0.2541154892
845	0.2541102751
846	0.2541022367
847	0.254095653
848	0.2540855649
849	0.2540730319
850	0.2540636797
851	0.2540529205
852	0.254041165
853	0.2540313932
854	0.2540258373
855	0.2540205815
856	0.2540135838
857	0.2540105595
858	0.2540037306
859	0.2539950796
860	0.2539823833
861	0.2539722709
862	0.2539657027
863	0.2539568818
864	0.253944173
865	0.2539297433
866	0.2539168031
867	0.2539120437
868	0.2538999012
869	0.2538966307
870	0.2538890059
871	0.2538847976
872	0.2538762829
873	0.2538702837
874	0.2538600309
875	0.2538554895
876	0.2538489832
877	0.2538338373
878	0.2538276581
879	0.253814953
880	0.2538128566
881	0.2538012668
882	0.2537900785
883	0.2537820682
884	0.2537686929
885	0.2537560735
886	0.253746931
887	0.2537356337
888	0.2537245688
889	0.2537188393
890	0.2537089356
891	0.2536980897
892	0.253686547
893	0.2536787396
894	0.2536665397
895	0.2536587758
896	0.2536525418
897	0.2536457575
898	0.2536370374
899	0.2536275987
900	0.2536101342
901	0.2536060802
902	0.2535964441
903	0.2535877061
904	0.2535806098
905	0.253572651
906	0.2535590386
907	0.2535484401
908	0.2535399378
909	0.2535316526
910	0.2535217354
911	0.2535149208
912	0.2535063016
913	0.2535003301
914	0.2534907226
915	0.2534732172
916	0.2534669084
917	0.2534579224
918	0.2534495201
919	0.2534333004
920	0.2534202255
921	0.2534144633
922	0.2534034644
923	0.2533990863
924	0.2533886854
925	0.2533811072
926	0.2533700698
927	0.2533624452
928	0.2533437534
929	0.2533379602
930	0.2533265224
931	0.2533238852
932	0.2533186057
933	0.2533109866
934	0.2533050592
935	0.2532868641
936	0.2532754128
937	0.253261417
938	0.2532472495
939	0.2532380282
940	0.2532257496
941	0.2532208505
942	0.2532116011
943	0.2532043
944	0.2531978885
945	0.253159708
946	0.2531561481
947	0.25314368
948	0.2531262901
949	0.2531195855
950	0.2531097105
951	0.2530998036
952	0.2530909249
953	0.2530853547
954	0.2530803475
955	0.253067281
956	0.2530550049
957	0.2530428208
958	0.2530357015
959	0.2530287908
960	0.253018202
961	0.2530071448
962	0.2529987962
963	0.2529903919
964	0.2529804027
965	0.2529653771
966	0.2529535703
967	0.2529448977
968	0.2529358395
969	0.2529239054
970	0.2529083422
971	0.2528979313
972	0.2528869245
973	0.2528782126
974	0.2528677807
975	0.25285892
976	0.2528474508
977	0.2528353731
978	0.2528270928
979	0.2528236517
980	0.252810403
981	0.2527948499
982	0.2527800939
983	0.2527751686
984	0.2527627063
985	0.2527544069
986	0.2527437071
987	0.2527393507
988	0.252728769
989	0.2527247705
990	0.2527184653
991	0.2527034308
992	0.2526952602
993	0.2526812703
994	0.2526716371
995	0.2526652442
996	0.252662298
997	0.2526560221
998	0.2526379097
999	0.2526228912
