iter	Passed	Remaining
2543	143164	419588
2544	143218	419525
2545	143269	419455
2546	143322	419388
2547	143380	419336
2548	143434	419275
2549	143489	419215
2550	143545	419157
2551	143599	419094
2552	143651	419024
2553	143705	418962
2554	143757	418894
2555	143811	418831
2556	143864	418764
2557	143916	418696
2558	143969	418630
2559	144021	418563
2560	144077	418506
2561	144131	418442
2562	144184	418376
2563	144236	418307
2564	144291	418247
2565	144345	418186
2566	144400	418124
2567	144456	418070
2568	144512	418013
2569	144566	417948
2570	144620	417887
2571	144674	417824
2572	144727	417756
2573	144781	417696
2574	144833	417626
2575	144892	417577
2576	144949	417523
2577	145006	417470
2578	145059	417403
2579	145111	417336
2580	145165	417273
2581	145220	417214
2582	145272	417145
2583	145326	417082
2584	145380	417020
2585	145434	416957
2586	145487	416890
2587	145540	416825
2588	145594	416763
2589	145650	416706
2590	145704	416643
2591	145757	416579
2592	145808	416507
2593	145860	416439
2594	145914	416376
2595	145968	416314
2596	146021	416247
2597	146074	416182
2598	146129	416123
2599	146182	416057
2600	146234	415988
2601	146288	415925
2602	146343	415867
2603	146399	415811
2604	146452	415746
2605	146508	415688
2606	146563	415627
2607	146616	415563
2608	146668	415494
2609	146722	415432
2610	146775	415366
2611	146827	415298
2612	146879	415230
2613	146931	415161
2614	146983	415095
2615	147038	415033
2616	147093	414974
2617	147146	414911
2618	147200	414846
2619	147255	414789
2620	147311	414731
2621	147367	414675
2622	147420	414610
2623	147474	414548
2624	147530	414491
2625	147588	414439
2626	147644	414381
2627	147700	414325
2628	147758	414274
2629	147813	414215
2630	147869	414158
2631	147923	414095
2632	147977	414032
2633	148032	413974
2634	148088	413917
2635	148143	413858
2636	148198	413797
2637	148250	413731
2638	148304	413666
2639	148356	413601
2640	148410	413538
2641	148462	413470
2642	148517	413408
2643	148569	413340
2644	148621	413274
2645	148674	413208
2646	148727	413144
2647	148779	413076
2648	148838	413027
2649	148891	412962
2650	148946	412904
2651	149001	412844
2652	149055	412781
2653	149109	412719
2654	149163	412658
2655	149220	412603
2656	149273	412538
2657	149329	412481
2658	149385	412424
2659	149443	412373
2660	149496	412308
2661	149549	412244
2662	149602	412178
2663	149655	412115
2664	149707	412047
2665	149763	411988
2666	149814	411920
2667	149868	411856
2668	149925	411804
2669	149983	411753
2670	150040	411698
2671	150096	411641
2672	150151	411582
2673	150204	411517
2674	150258	411455
2675	150311	411390
2676	150366	411329
2677	150423	411277
2678	150478	411218
2679	150532	411156
2680	150586	411093
2681	150637	411024
2682	150690	410957
2683	150744	410897
2684	150798	410833
2685	150852	410773
2686	150905	410706
2687	150959	410646
2688	151013	410582
2689	151068	410525
2690	151120	410456
2691	151172	410389
2692	151224	410323
2693	151277	410257
2694	151331	410196
2695	151383	410127
2696	151436	410062
2697	151490	410000
2698	151544	409939
2699	151597	409875
2700	151652	409816
2701	151706	409752
2702	151757	409684
2703	151811	409622
2704	151865	409559
2705	151922	409504
2706	151975	409439
2707	152031	409385
2708	152085	409323
2709	152140	409262
2710	152194	409201
2711	152249	409143
2712	152303	409080
2713	152358	409021
2714	152412	408960
2715	152465	408895
2716	152519	408834
2717	152576	408779
2718	152627	408709
2719	152680	408645
2720	152732	408578
2721	152787	408518
2722	152845	408466
2723	152900	408408
2724	152953	408344
2725	153005	408277
2726	153059	408215
2727	153114	408156
2728	153167	408091
2729	153222	408031
2730	153275	407967
2731	153332	407913
2732	153385	407849
2733	153440	407790
2734	153494	407728
2735	153550	407671
2736	153604	407609
2737	153663	407562
2738	153719	407504
2739	153773	407444
2740	153828	407384
2741	153882	407324
2742	153936	407260
2743	153991	407201
2744	154045	407141
2745	154100	407080
2746	154152	407013
2747	154203	406944
2748	154257	406883
2749	154313	406825
2750	154366	406762
2751	154420	406699
2752	154472	406633
2753	154528	406575
2754	154582	406514
2755	154634	406448
2756	154686	406381
2757	154742	406324
2758	154793	406256
2759	154849	406198
2760	154903	406137
2761	154956	406074
2762	155010	406013
2763	155064	405949
2764	155117	405886
2765	155172	405826
2766	155224	405759
2767	155280	405703
2768	155331	405633
2769	155386	405574
2770	155437	405507
2771	155489	405439
2772	155541	405373
2773	155593	405305
2774	155647	405245
2775	155703	405189
2776	155756	405124
2777	155809	405060
2778	155864	405001
2779	155922	404949
2780	155976	404887
2781	156028	404821
2782	156083	404763
2783	156135	404695
2784	156191	404639
2785	156242	404570
2786	156297	404510
2787	156350	404447
2788	156404	404386
2789	156460	404328
2790	156515	404271
2791	156570	404212
2792	156624	404149
2793	156677	404085
2794	156732	404028
2795	156788	403971
2796	156841	403907
2797	156911	403887
2798	156967	403830
2799	157023	403773
2800	157077	403714
2801	157131	403650
2802	157184	403587
2803	157236	403520
2804	157291	403461
2805	157343	403396
2806	157395	403330
2807	157448	403266
2808	157501	403201
2809	157554	403138
2810	157607	403073
2811	157659	403008
2812	157712	402943
2813	157766	402883
2814	157817	402814
2815	157872	402755
2816	157925	402690
2817	157979	402630
2818	158033	402567
2819	158089	402512
2820	158147	402459
2821	158199	402394
2822	158254	402334
2823	158308	402273
2824	158363	402215
2825	158418	402157
2826	158473	402096
2827	158525	402030
2828	158580	401973
2829	158634	401911
2830	158689	401853
2831	158744	401793
2832	158797	401730
2833	158851	401669
2834	158905	401607
2835	158959	401545
2836	159014	401487
2837	159070	401431
2838	159127	401378
2839	159183	401321
2840	159236	401258
2841	159290	401196
2842	159342	401131
2843	159399	401077
2844	159456	401024
2845	159508	400956
2846	159561	400894
2847	159618	400840
2848	159671	400777
2849	159728	400721
2850	159781	400659
2851	159833	400592
2852	159886	400528
2853	159940	400467
2854	159992	400401
2855	160048	400344
2856	160106	400295
2857	160163	400240
2858	160215	400173
2859	160272	400120
2860	160330	400068
2861	160385	400009
2862	160437	399944
2863	160490	399882
2864	160544	399820
2865	160596	399753
2866	160651	399694
2867	160706	399638
2868	160762	399582
2869	160818	399525
2870	160874	399467
2871	160929	399410
2872	160982	399346
2873	161035	399282
2874	161091	399226
2875	161143	399160
2876	161198	399102
2877	161252	399040
2878	161303	398973
2879	161359	398916
2880	161413	398854
2881	161464	398787
2882	161517	398724
2883	161572	398664
2884	161629	398610
2885	161683	398549
2886	161738	398490
2887	161791	398427
2888	161845	398366
2889	161895	398297
2890	161949	398235
2891	162010	398191
2892	162063	398127
2893	162118	398069
2894	162173	398011
2895	162230	397956
2896	162284	397895
2897	162339	397838
2898	162391	397772
2899	162442	397703
2900	162494	397638
2901	162551	397583
2902	162605	397522
2903	162659	397462
2904	162712	397399
2905	162763	397332
2906	162817	397269
2907	162872	397211
2908	162927	397152
2909	162979	397086
2910	163031	397021
2911	163086	396964
2912	163140	396901
2913	163194	396842
2914	163248	396781
2915	163300	396715
2916	163352	396649
2917	163406	396588
2918	163463	396534
2919	163514	396467
2920	163567	396404
2921	163624	396349
2922	163675	396282
2923	163728	396217
2924	163782	396158
2925	163837	396100
2926	163890	396037
2927	163942	395971
2928	163994	395904
2929	164047	395840
2930	164098	395773
2931	164150	395708
2932	164202	395641
2933	164256	395581
2934	164310	395520
2935	164363	395457
2936	164416	395395
2937	164473	395339
2938	164525	395275
2939	164579	395215
2940	164634	395156
2941	164687	395093
2942	164745	395043
2943	164799	394981
2944	164851	394916
2945	164902	394848
2946	164955	394785
2947	165008	394721
2948	165061	394659
2949	165114	394594
2950	165166	394531
2951	165219	394467
2952	165271	394401
2953	165324	394338
2954	165377	394274
2955	165430	394212
2956	165487	394158
2957	165543	394103
2958	165599	394046
2959	165652	393984
2960	165703	393915
2961	165757	393856
2962	165814	393801
2963	165868	393740
2964	165920	393676
2965	165973	393613
2966	166025	393549
2967	166088	393508
2968	166146	393457
2969	166208	393417
2970	166267	393368
2971	166329	393325
2972	166396	393294
2973	166453	393242
2974	166510	393188
2975	166565	393131
2976	166620	393071
2977	166673	393008
2978	166728	392950
2979	166781	392887
2980	166835	392827
2981	166888	392764
2982	166945	392710
2983	167000	392651
2984	167057	392598
2985	167108	392532
2986	167166	392480
2987	167218	392414
2988	167273	392356
2989	167326	392295
2990	167382	392237
2991	167448	392204
2992	167521	392189
2993	167579	392138
2994	167637	392087
2995	167696	392038
2996	167756	391992
2997	167813	391938
2998	167872	391889
2999	167930	391837
3000	167982	391773
3001	168039	391719
3002	168091	391653
3003	168143	391589
3004	168196	391524
3005	168249	391461
3006	168300	391396
3007	168353	391332
3008	168406	391270
3009	168461	391211
3010	168512	391144
3011	168570	391092
3012	168621	391024
3013	168675	390964
3014	168730	390905
3015	168788	390854
3016	168842	390794
3017	168896	390735
3018	168950	390672
3019	169002	390609
3020	169056	390548
3021	169115	390499
3022	169171	390444
3023	169226	390385
3024	169279	390322
3025	169334	390264
3026	169392	390211
3027	169444	390146
3028	169497	390085
3029	169550	390022
3030	169606	389966
3031	169659	389903
3032	169715	389847
3033	169768	389784
3034	169822	389724
3035	169876	389663
3036	169928	389599
3037	169983	389540
3038	170034	389474
3039	170092	389423
3040	170145	389359
3041	170201	389302
3042	170260	389253
3043	170317	389200
3044	170373	389146
3045	170425	389081
3046	170476	389013
3047	170528	388948
3048	170582	388888
3049	170636	388826
3050	170688	388761
3051	170738	388693
3052	170791	388629
3053	170834	388544
3054	170889	388486
3055	170940	388420
3056	170994	388358
3057	171047	388295
3058	171100	388234
3059	171153	388171
3060	171205	388106
3061	171262	388052
3062	171316	387992
3063	171372	387936
3064	171424	387871
3065	171477	387810
3066	171533	387754
3067	171587	387693
3068	171640	387631
3069	171694	387570
3070	171747	387508
3071	171801	387447
3072	171855	387387
3073	171909	387326
3074	171964	387270
3075	172017	387207
3076	172070	387144
3077	172124	387083
3078	172176	387019
3079	172228	386955
3080	172283	386897
3081	172336	386835
3082	172392	386779
3083	172446	386719
3084	172499	386656
3085	172549	386587
3086	172601	386522
3087	172653	386457
3088	172706	386395
3089	172761	386337
3090	172816	386279
3091	172867	386213
3092	172921	386152
3093	172977	386096
3094	173029	386032
3095	173081	385966
3096	173137	385910
3097	173190	385849
3098	173242	385784
3099	173295	385721
3100	173350	385663
3101	173404	385604
3102	173457	385540
3103	173511	385482
3104	173566	385424
3105	173619	385361
3106	173676	385307
3107	173729	385245
3108	173779	385177
3109	173830	385110
3110	173882	385045
3111	173935	384983
3112	173990	384924
3113	174043	384863
3114	174095	384797
3115	174147	384734
3116	174201	384675
3117	174253	384609
3118	174306	384548
3119	174359	384485
3120	174413	384424
3121	174470	384371
3122	174523	384308
3123	174577	384248
3124	174628	384183
3125	174682	384123
3126	174737	384064
3127	174794	384011
3128	174848	383951
3129	174909	383905
3130	174968	383857
3131	175023	383800
3132	175079	383745
3133	175134	383687
3134	175190	383631
3135	175246	383575
3136	175301	383516
3137	175356	383458
3138	175410	383400
3139	175466	383344
3140	175517	383278
3141	175573	383222
3142	175641	383191
3143	175704	383152
3144	175766	383110
3145	175822	383053
3146	175878	382997
3147	175934	382943
3148	175987	382880
3149	176044	382826
3150	176099	382769
3151	176157	382717
3152	176211	382657
3153	176267	382602
3154	176321	382541
3155	176373	382478
3156	176429	382423
3157	176485	382367
3158	176537	382302
3159	176590	382239
3160	176644	382180
3161	176702	382128
3162	176760	382077
3163	176819	382027
3164	176874	381970
3165	176929	381911
3166	176983	381852
3167	177036	381790
3168	177091	381732
3169	177144	381671
3170	177199	381612
3171	177253	381553
3172	177307	381492
3173	177363	381437
3174	177419	381382
3175	177471	381318
3176	177527	381262
3177	177581	381203
3178	177640	381152
3179	177698	381101
3180	177759	381057
3181	177819	381009
3182	177872	380947
3183	177929	380895
3184	177985	380839
3185	178041	380782
3186	178097	380728
3187	178153	380671
3188	178211	380621
3189	178266	380563
3190	178322	380506
3191	178374	380442
3192	178426	380379
3193	178491	380341
3194	178559	380312
3195	178619	380264
3196	178680	380219
3197	178738	380169
3198	178801	380127
3199	178861	380080
3200	178922	380035
3201	178977	379977
3202	179031	379918
3203	179088	379863
3204	179142	379803
3205	179196	379744
3206	179251	379686
3207	179304	379625
3208	179360	379569
3209	179417	379516
3210	179471	379456
3211	179530	379407
3212	179592	379363
3213	179685	379386
3214	179753	379356
3215	179814	379309
3216	179872	379259
3217	179934	379215
3218	179990	379159
3219	180046	379104
3220	180098	379038
3221	180153	378981
3222	180206	378919
3223	180259	378857
3224	180315	378802
3225	180371	378746
3226	180427	378690
3227	180482	378633
3228	180538	378578
3229	180597	378527
3230	180650	378466
3231	180702	378400
3232	180754	378337
3233	180806	378273
3234	180860	378214
3235	180918	378162
3236	180978	378114
3237	181038	378067
3238	181093	378010
3239	181150	377956
3240	181202	377892
3241	181258	377836
3242	181311	377774
3243	181367	377719
3244	181421	377659
3245	181473	377594
3246	181525	377529
3247	181575	377462
3248	181628	377400
3249	181680	377336
3250	181734	377277
3251	181785	377211
3252	181839	377150
3253	181890	377085
3254	181945	377026
3255	181998	376963
3256	182051	376902
3257	182102	376836
3258	182155	376774
3259	182207	376710
3260	182259	376648
3261	182316	376594
3262	182372	376537
3263	182424	376475
3264	182477	376412
3265	182528	376346
3266	182585	376293
3267	182638	376230
3268	182692	376171
3269	182747	376113
3270	182801	376053
3271	182858	375999
3272	182913	375942
3273	182967	375882
3274	183020	375821
3275	183075	375762
3276	183130	375705
3277	183184	375645
3278	183235	375580
3279	183288	375518
3280	183346	375466
3281	183400	375405
3282	183453	375344
3283	183504	375279
3284	183555	375213
3285	183608	375150
3286	183661	375090
3287	183714	375027
3288	183769	374970
3289	183822	374908
3290	183876	374849
3291	183928	374785
3292	183982	374725
3293	184036	374665
3294	184087	374599
3295	184139	374535
3296	184193	374477
3297	184245	374413
3298	184298	374350
3299	184352	374291
3300	184405	374230
3301	184458	374167
3302	184510	374104
3303	184567	374051
3304	184623	373995
3305	184679	373939
3306	184733	373880
3307	184789	373823
3308	184843	373765
3309	184897	373705
3310	184953	373649
3311	185009	373594
3312	185060	373529
3313	185115	373470
3314	185169	373410
3315	185225	373355
3316	185277	373291
3317	185331	373233
3318	185386	373175
3319	185443	373120
3320	185498	373064
3321	185555	373009
3322	185610	372952
3323	185664	372893
3324	185720	372837
3325	185777	372783
3326	185830	372721
3327	185882	372659
3328	185938	372602
3329	185991	372540
3330	186043	372476
3331	186096	372416
3332	186154	372363
3333	186211	372311
3334	186276	372273
3335	186346	372245
3336	186406	372198
3337	186464	372146
3338	186522	372095
3339	186580	372044
3340	186642	372000
3341	186704	371955
3342	186767	371914
3343	186827	371866
3344	186884	371813
3345	186941	371759
3346	186997	371704
3347	187053	371648
3348	187109	371592
3349	187168	371542
3350	187222	371484
3351	187281	371433
3352	187352	371409
3353	187416	371367
3354	187478	371325
3355	187534	371270
3356	187590	371212
3357	187647	371159
3358	187707	371111
3359	187767	371064
3360	187825	371013
3361	187883	370960
3362	187938	370903
3363	187996	370850
3364	188053	370797
3365	188113	370749
3366	188174	370705
3367	188232	370651
3368	188288	370596
3369	188346	370544
3370	188403	370490
3371	188459	370435
3372	188516	370382
3373	188575	370332
3374	188628	370270
3375	188689	370224
3376	188743	370164
3377	188800	370112
3378	188856	370056
3379	188912	370000
3380	188980	369967
3381	189040	369920
3382	189101	369873
3383	189158	369820
3384	189213	369763
3385	189269	369707
3386	189321	369642
3387	189375	369584
3388	189431	369529
3389	189487	369473
3390	189550	369431
3391	189618	369397
3392	189677	369348
3393	189734	369293
3394	189791	369240
3395	189845	369181
3396	189901	369124
3397	189954	369064
3398	190008	369004
3399	190060	368940
3400	190116	368884
3401	190171	368827
3402	190229	368775
3403	190287	368723
3404	190344	368670
3405	190402	368618
3406	190459	368565
3407	190520	368517
3408	190576	368463
3409	190630	368402
3410	190684	368344
3411	190738	368284
3412	190796	368233
3413	190853	368179
3414	190908	368120
3415	190966	368069
3416	191021	368011
3417	191077	367956
3418	191136	367904
3419	191196	367857
3420	191256	367809
3421	191312	367754
3422	191370	367701
3423	191423	367639
3424	191475	367577
3425	191527	367513
3426	191582	367455
3427	191634	367392
3428	191688	367332
3429	191745	367278
3430	191801	367224
3431	191856	367166
3432	191911	367108
3433	191966	367050
3434	192022	366995
3435	192080	366943
3436	192137	366889
3437	192192	366831
3438	192245	366770
3439	192297	366707
3440	192351	366648
3441	192407	366590
3442	192459	366527
3443	192514	366471
3444	192569	366412
3445	192625	366358
3446	192681	366301
3447	192738	366246
3448	192790	366184
3449	192848	366133
3450	192906	366081
3451	192971	366041
3452	193028	365987
3453	193085	365934
3454	193140	365877
3455	193196	365821
3456	193254	365769
3457	193309	365711
3458	193364	365653
3459	193424	365604
3460	193478	365547
3461	193530	365483
3462	193582	365419
3463	193636	365360
3464	193688	365296
3465	193743	365240
3466	193799	365183
3467	193850	365118
3468	193906	365062
3469	193958	364999
3470	194012	364939
3471	194066	364880
3472	194119	364820
3473	194172	364757
3474	194226	364698
3475	194281	364641
3476	194336	364582
3477	194388	364520
3478	194442	364460
3479	194496	364401
3480	194549	364339
3481	194602	364278
3482	194656	364219
3483	194709	364158
3484	194763	364097
3485	194816	364038
3486	194871	363980
3487	194926	363923
3488	194984	363870
3489	195040	363815
3490	195092	363751
3491	195147	363694
3492	195203	363639
3493	195258	363580
3494	195313	363522
3495	195367	363464
3496	195424	363409
3497	195479	363352
3498	195533	363292
3499	195586	363232
3500	195643	363178
3501	195697	363119
3502	195753	363063
3503	195807	363003
3504	195865	362951
3505	195920	362894
3506	195975	362836
3507	196030	362779
3508	196088	362728
3509	196148	362678
3510	196203	362621
3511	196261	362569
3512	196317	362513
3513	196371	362454
3514	196425	362394
3515	196479	362335
3516	196532	362274
3517	196585	362213
3518	196639	362154
3519	196696	362100
3520	196753	362046
3521	196804	361981
3522	196857	361920
3523	196911	361861
3524	196967	361805
3525	197023	361750
3526	197080	361696
3527	197136	361640
3528	197192	361584
3529	197250	361531
3530	197307	361478
3531	197362	361421
3532	197416	361361
3533	197471	361305
3534	197525	361245
3535	197579	361185
3536	197632	361124
3537	197691	361074
3538	197748	361021
3539	197808	360972
3540	197867	360923
3541	197922	360864
3542	197975	360803
3543	198030	360746
3544	198086	360690
3545	198141	360632
3546	198193	360570
3547	198247	360510
3548	198300	360449
3549	198352	360387
3550	198407	360328
3551	198461	360269
3552	198513	360206
3553	198565	360144
3554	198621	360088
3555	198675	360030
3556	198730	359971
3557	198788	359919
3558	198845	359865
3559	198897	359802
3560	198951	359743
3561	199004	359683
3562	199059	359625
3563	199116	359571
3564	199171	359513
3565	199227	359458
3566	199287	359409
3567	199341	359351
3568	199396	359293
3569	199450	359233
3570	199505	359176
3571	199561	359121
3572	199618	359067
3573	199671	359006
3574	199727	358950
3575	199780	358890
3576	199839	358840
3577	199892	358779
3578	199951	358728
3579	200010	358677
3580	200070	358630
3581	200129	358578
3582	200187	358527
3583	200241	358468
3584	200296	358410
3585	200351	358353
3586	200404	358291
3587	200454	358226
3588	200507	358165
3589	200563	358109
3590	200622	358058
3591	200679	358005
3592	200733	357946
3593	200784	357882
3594	200836	357818
3595	200888	357756
3596	200940	357692
3597	200992	357630
3598	201045	357569
3599	201102	357515
3600	201160	357463
3601	201215	357406
3602	201274	357356
3603	201329	357298
3604	201382	357237
3605	201442	357188
3606	201494	357126
3607	201549	357068
3608	201601	357006
3609	201653	356944
3610	201707	356885
3611	201761	356825
3612	201813	356763
3613	201866	356701
3614	201919	356640
3615	201973	356581
3616	202024	356517
3617	202079	356459
3618	202134	356402
3619	202194	356354
3620	202255	356307
3621	202312	356252
3622	202367	356196
3623	202426	356145
3624	202482	356089
3625	202536	356031
3626	202592	355974
3627	202643	355911
3628	202696	355850
3629	202749	355788
3630	202803	355730
3631	202855	355667
3632	202909	355608
3633	202965	355552
3634	203021	355497
3635	203078	355443
3636	203133	355385
3637	203187	355326
3638	203244	355272
3639	203296	355211
3640	203351	355152
3641	203405	355094
3642	203457	355031
3643	203512	354974
3644	203566	354914
3645	203621	354858
3646	203679	354805
3647	203734	354749
3648	203791	354694
3649	203849	354642
3650	203901	354579
3651	203957	354524
3652	204011	354465
3653	204066	354407
3654	204123	354353
3655	204177	354294
3656	204230	354234
3657	204284	354175
3658	204341	354120
3659	204393	354059
3660	204449	354003
3661	204507	353950
3662	204562	353894
3663	204619	353839
3664	204675	353784
3665	204730	353727
3666	204785	353669
3667	204841	353613
3668	204894	353553
3669	204949	353495
3670	205003	353437
3671	205059	353380
3672	205113	353321
3673	205167	353263
3674	205224	353208
3675	205282	353156
3676	205338	353101
3677	205393	353044
3678	205449	352989
3679	205504	352931
3680	205557	352871
3681	205616	352821
3682	205671	352763
3683	205726	352705
3684	205779	352645
3685	205832	352585
3686	205886	352525
3687	205938	352463
3688	205991	352402
3689	206043	352340
3690	206101	352287
3691	206151	352222
3692	206204	352161
3693	206257	352101
3694	206314	352047
3695	206368	351987
3696	206420	351925
3697	206477	351870
3698	206531	351812
3699	206584	351752
3700	206638	351692
3701	206692	351634
3702	206745	351573
3703	206798	351512
3704	206850	351450
3705	206902	351387
3706	206956	351329
3707	207009	351268
3708	207064	351210
3709	207115	351148
3710	207169	351087
3711	207223	351029
3712	207277	350969
3713	207328	350906
3714	207380	350843
3715	207433	350784
3716	207487	350725
3717	207542	350667
3718	207594	350605
3719	207645	350541
3720	207698	350480
3721	207750	350417
3722	207804	350360
3723	207857	350299
3724	207910	350238
3725	207964	350179
3726	208016	350118
3727	208069	350056
3728	208125	350000
3729	208179	349942
3730	208231	349880
3731	208287	349824
3732	208342	349767
3733	208414	349738
3734	208470	349683
3735	208547	349662
3736	208616	349629
3737	208678	349584
3738	208741	349539
3739	208800	349489
3740	208863	349446
3741	208920	349391
3742	208974	349333
3743	209033	349283
3744	209090	349228
3745	209147	349175
3746	209201	349115
3747	209257	349060
3748	209313	349004
3749	209366	348944
3750	209423	348889
3751	209489	348850
3752	209555	348812
3753	209619	348770
3754	209685	348731
3755	209760	348707
3756	209826	348668
3757	209885	348618
3758	209940	348560
3759	209996	348504
3760	210053	348451
3761	210124	348420
3762	210186	348375
3763	210248	348329
3764	210311	348284
3765	210374	348240
3766	210431	348186
3767	210484	348126
3768	210541	348071
3769	210601	348023
3770	210706	348048
3771	210777	348017
3772	210856	347999
3773	210917	347951
3774	210974	347897
3775	211032	347846
3776	211090	347792
3777	211150	347745
3778	211207	347690
3779	211265	347638
3780	211321	347582
3781	211379	347529
3782	211437	347477
3783	211501	347435
3784	211561	347385
3785	211617	347329
3786	211673	347274
3787	211729	347218
3788	211785	347162
3789	211839	347103
3790	211896	347050
3791	211956	346999
3792	212014	346947
3793	212071	346894
3794	212134	346849
3795	212210	346826
3796	212275	346785
3797	212336	346737
3798	212396	346688
3799	212458	346643
3800	212518	346592
3801	212578	346544
3802	212637	346493
3803	212707	346460
3804	212772	346420
3805	212839	346381
3806	212911	346350
3807	212975	346309
3808	213032	346253
3809	213088	346198
3810	213146	346146
3811	213200	346087
3812	213255	346030
3813	213316	345982
3814	213374	345929
3815	213430	345873
3816	213486	345817
3817	213543	345764
3818	213598	345707
3819	213659	345659
3820	213718	345607
3821	213778	345558
3822	213834	345502
3823	213889	345444
3824	213952	345401
3825	214024	345369
3826	214089	345328
3827	214150	345280
3828	214208	345229
3829	214265	345174
3830	214322	345120
3831	214380	345067
3832	214438	345014
3833	214496	344962
3834	214553	344907
3835	214608	344850
3836	214663	344792
3837	214719	344737
3838	214775	344680
3839	214832	344626
3840	214887	344569
3841	214945	344517
3842	214999	344458
3843	215054	344400
3844	215108	344342
3845	215163	344284
3846	215223	344234
3847	215278	344176
3848	215336	344124
3849	215397	344076
3850	215455	344023
3851	215521	343984
3852	215588	343945
3853	215654	343905
3854	215716	343858
3855	215768	343797
3856	215822	343737
3857	215876	343679
3858	215940	343635
3859	215999	343584
3860	216058	343534
3861	216118	343483
3862	216175	343429
3863	216234	343377
3864	216288	343320
3865	216347	343268
3866	216404	343214
3867	216459	343157
3868	216515	343101
3869	216576	343052
3870	216635	343001
3871	216693	342948
3872	216748	342892
3873	216804	342835
3874	216860	342779
3875	216918	342727
3876	216976	342673
3877	217035	342622
3878	217091	342566
3879	217148	342511
3880	217205	342458
3881	217266	342409
3882	217325	342358
3883	217383	342306
3884	217443	342256
3885	217507	342213
3886	217570	342167
3887	217634	342125
3888	217697	342080
3889	217761	342036
3890	217819	341983
3891	217875	341928
3892	217937	341880
3893	217994	341826
3894	218050	341771
3895	218109	341720
3896	218166	341665
3897	218229	341620
3898	218288	341569
3899	218347	341517
3900	218408	341470
3901	218469	341422
3902	218527	341368
3903	218585	341316
3904	218647	341268
3905	218708	341220
3906	218773	341178
3907	218831	341126
3908	218890	341074
3909	218947	341020
3910	219003	340965
3911	219058	340906
3912	219115	340851
3913	219173	340799
3914	219233	340750
3915	219293	340700
3916	219350	340646
3917	219407	340590
3918	219463	340535
3919	219522	340484
3920	219578	340427
3921	219636	340375
3922	219693	340320
3923	219752	340268
3924	219812	340219
3925	219869	340165
3926	219929	340114
3927	219987	340061
3928	220044	340008
3929	220101	339953
3930	220158	339899
3931	220219	339850
3932	220277	339797
3933	220333	339740
3934	220388	339683
3935	220443	339626
3936	220501	339573
3937	220556	339516
3938	220611	339458
3939	220666	339400
3940	220721	339343
3941	220778	339289
3942	220836	339236
3943	220894	339182
3944	220955	339133
3945	221015	339084
3946	221072	339029
3947	221131	338978
3948	221186	338921
3949	221243	338866
3950	221299	338810
3951	221358	338759
3952	221413	338702
3953	221469	338644
3954	221524	338588
3955	221581	338533
3956	221639	338480
3957	221698	338429
3958	221755	338373
3959	221813	338321
3960	221868	338264
3961	221924	338207
3962	221981	338153
3963	222039	338101
3964	222096	338046
3965	222157	337997
3966	222222	337955
3967	222282	337905
3968	222344	337857
3969	222405	337810
3970	222464	337758
3971	222533	337721
3972	222596	337675
3973	222653	337622
3974	222710	337567
3975	222766	337511
3976	222822	337455
3977	222877	337397
3978	222934	337342
3979	222988	337284
3980	223046	337230
3981	223103	337176
3982	223162	337125
3983	223219	337069
3984	223274	337012
3985	223334	336962
3986	223392	336910
3987	223451	336857
3988	223508	336804
3989	223565	336748
3990	223620	336690
3991	223676	336635
3992	223734	336582
3993	223796	336535
3994	223857	336486
3995	223917	336436
3996	223976	336385
3997	224035	336333
3998	224096	336284
3999	224156	336235
4000	224216	336185
4001	224276	336134
4002	224332	336078
4003	224397	336035
4004	224459	335988
4005	224520	335940
4006	224579	335888
4007	224636	335834
4008	224694	335780
4009	224749	335723
4010	224808	335672
4011	224874	335630
4012	224948	335600
4013	225008	335550
4014	225067	335499
4015	225127	335448
4016	225186	335397
4017	225246	335346
4018	225305	335294
4019	225363	335241
4020	225422	335190
4021	225477	335133
4022	225535	335079
4023	225595	335029
4024	225653	334975
4025	225711	334923
4026	225770	334870
4027	225827	334817
4028	225890	334770
4029	225945	334713
4030	226002	334658
4031	226058	334602
4032	226118	334552
4033	226178	334502
4034	226242	334458
4035	226300	334403
4036	226358	334351
4037	226415	334297
4038	226474	334245
4039	226531	334189
4040	226591	334140
4041	226649	334086
4042	226705	334030
4043	226765	333979
4044	226822	333925
4045	226882	333875
4046	226942	333824
4047	227000	333771
4048	227055	333713
4049	227111	333658
4050	227167	333601
4051	227225	333547
4052	227282	333493
4053	227341	333442
4054	227401	333391
4055	227459	333337
4056	227517	333285
4057	227579	333237
4058	227638	333185
4059	227696	333131
4060	227756	333081
4061	227814	333029
4062	227872	332975
4063	227933	332926
4064	227991	332873
4065	228051	332822
4066	228112	332773
4067	228171	332721
4068	228230	332670
4069	228289	332618
4070	228351	332571
4071	228408	332516
4072	228467	332463
4073	228524	332409
4074	228580	332352
4075	228636	332296
4076	228690	332237
4077	228746	332180
4078	228804	332128
4079	228861	332073
4080	228915	332014
4081	228973	331960
4082	229029	331905
4083	229086	331850
4084	229144	331796
4085	229200	331740
4086	229258	331686
4087	229315	331631
4088	229373	331578
4089	229431	331525
4090	229488	331470
4091	229545	331415
4092	229597	331354
4093	229653	331298
4094	229713	331246
4095	229771	331193
4096	229826	331136
