iter	PRAUC	Logloss
2588	0.883452807	0.2841974746
2589	0.8835526454	0.2841374469
2590	0.8835989597	0.2841045539
2591	0.8836434536	0.2840637715
2592	0.8836797444	0.2840404072
2593	0.8837288477	0.2840050734
2594	0.883838719	0.2839582128
2595	0.8838670616	0.2839245483
2596	0.8839138116	0.2838986607
2597	0.883960422	0.2838689383
2598	0.884024819	0.2838063341
2599	0.8840652055	0.283774974
2600	0.884208164	0.2836942287
2601	0.8842610332	0.283644093
2602	0.8843511697	0.2835934834
2603	0.8844284077	0.2835534735
2604	0.8844785512	0.2835144708
2605	0.8845757564	0.2834617351
2606	0.8846786891	0.2833970631
2607	0.8847855881	0.2833510117
2608	0.8848498112	0.2833151544
2609	0.8848893154	0.283282163
2610	0.8849382907	0.2832346115
2611	0.8849819093	0.2832040774
2612	0.8850256803	0.2831687958
2613	0.88509538	0.2831206701
2614	0.885148466	0.2830800868
2615	0.8852197249	0.2830390344
2616	0.885300178	0.2829936332
2617	0.8853769068	0.2829448702
2618	0.8854661129	0.282897969
2619	0.8855595926	0.2828349734
2620	0.8856327382	0.2827773264
2621	0.885717366	0.2827267735
2622	0.8858166025	0.2826833954
2623	0.8859233886	0.2826293976
2624	0.8859985303	0.282574706
2625	0.8861115092	0.2825109614
2626	0.8861926027	0.2824642407
2627	0.8862517545	0.2824232682
2628	0.8863561842	0.2823632123
2629	0.8864144509	0.2823117603
2630	0.8864525278	0.2822753352
2631	0.8864838041	0.2822422641
2632	0.8865759075	0.2821851552
2633	0.886630052	0.2821391788
2634	0.8866820657	0.282093122
2635	0.8867477107	0.2820459485
2636	0.8868145086	0.2820050231
2637	0.8868835745	0.2819458282
2638	0.8869319112	0.2819013588
2639	0.8870211723	0.28183895
2640	0.8870920352	0.2817965361
2641	0.8871633423	0.2817498211
2642	0.8872281077	0.2817093024
2643	0.8872881472	0.281664102
2644	0.8873696994	0.2816254719
2645	0.8874667338	0.2815652853
2646	0.8875183733	0.2815204706
2647	0.8876336897	0.2814701386
2648	0.8877247573	0.2814146363
2649	0.8877627585	0.2813873684
2650	0.8878032769	0.2813528479
2651	0.8878623506	0.2812990872
2652	0.8879248119	0.2812548298
2653	0.8880030224	0.2812126598
2654	0.8880571527	0.2811636251
2655	0.8881601811	0.2811023826
2656	0.8881973862	0.2810639837
2657	0.8882648461	0.2810214479
2658	0.8882949923	0.2809968528
2659	0.8883281918	0.280948383
2660	0.888402424	0.2809051026
2661	0.8885018638	0.2808494847
2662	0.8885752032	0.2807909319
2663	0.8886283338	0.2807512288
2664	0.8886921792	0.2807037446
2665	0.8887742992	0.2806504524
2666	0.8887798696	0.2806476553
2667	0.8888809441	0.2805949648
2668	0.8889654131	0.2805389662
2669	0.8890498631	0.2804883331
2670	0.889109646	0.2804445617
2671	0.8892102317	0.2803867218
2672	0.8892693381	0.2803482159
2673	0.8893555597	0.2803051269
2674	0.8894561529	0.2802545197
2675	0.8895475172	0.2801998531
2676	0.8896445973	0.2801485748
2677	0.8897330495	0.280090849
2678	0.8897995393	0.2800628077
2679	0.8898532515	0.2800258529
2680	0.8899418472	0.2799729301
2681	0.8900002922	0.2799337851
2682	0.8900704659	0.2798791233
2683	0.8901846308	0.2798235919
2684	0.8902268035	0.2797941408
2685	0.8902968084	0.2797360238
2686	0.8902979386	0.279734688
2687	0.8903599224	0.2797020963
2688	0.8904386671	0.2796600981
2689	0.8905505624	0.2795977424
2690	0.8905908752	0.2795656791
2691	0.8905984463	0.2795333028
2692	0.8906969895	0.2794772337
2693	0.89074511	0.2794395076
2694	0.8908220329	0.2793848315
2695	0.8909110128	0.2793301959
2696	0.8909619574	0.2793035512
2697	0.8909967218	0.2792815517
2698	0.8910657112	0.2792323496
2699	0.8911635461	0.2791815267
2700	0.891269222	0.2791248547
2701	0.8912914788	0.2791092577
2702	0.8913476796	0.2790737367
2703	0.8914039547	0.2790406681
2704	0.8914512103	0.2790114408
2705	0.891535303	0.2789551519
2706	0.8916355023	0.278891141
2707	0.891706639	0.2788444019
2708	0.8917832262	0.2788015792
2709	0.8918370105	0.2787584861
2710	0.8919300817	0.27870384
2711	0.8920051989	0.278639948
2712	0.8920812699	0.278593283
2713	0.8921322495	0.2785492253
2714	0.8922043322	0.2785044008
2715	0.8922923127	0.2784549431
2716	0.892358717	0.2784127549
2717	0.892458421	0.2783511888
2718	0.8925157454	0.2783041727
2719	0.8925998989	0.2782612088
2720	0.8926638232	0.2782154629
2721	0.8927015037	0.2781965126
2722	0.8928198225	0.2781284358
2723	0.8929041715	0.2780667346
2724	0.8929532841	0.2780227994
2725	0.8930463298	0.2779539784
2726	0.8930879385	0.2779194816
2727	0.8931548359	0.2778633188
2728	0.8932922534	0.2777987696
2729	0.8933543946	0.2777598752
2730	0.8934663642	0.2777077692
2731	0.8935441328	0.2776428526
2732	0.8936187041	0.2775924389
2733	0.8936706892	0.2775505488
2734	0.8937604857	0.2775021477
2735	0.8938006406	0.2774653894
2736	0.8939333804	0.2773799419
2737	0.8940287217	0.2773217096
2738	0.8940536749	0.2772958271
2739	0.8940859058	0.2772695056
2740	0.8941855545	0.277197642
2741	0.8942530229	0.2771572984
2742	0.8943380285	0.2771043635
2743	0.8943794416	0.2770647186
2744	0.8944337058	0.2770297226
2745	0.8945148956	0.2769943976
2746	0.8945809956	0.276933608
2747	0.8946430625	0.2768942128
2748	0.8947108793	0.2768427138
2749	0.8947461443	0.2768123114
2750	0.8948434142	0.2767615735
2751	0.8949084887	0.276715293
2752	0.8950198944	0.276653792
2753	0.8950851802	0.2766131971
2754	0.8951812645	0.2765603418
2755	0.8952226424	0.2765194667
2756	0.8952787177	0.2764858338
2757	0.8952908397	0.2764601228
2758	0.8953483426	0.276428329
2759	0.8954279553	0.276357004
2760	0.895489011	0.2763106735
2761	0.8955340455	0.276278251
2762	0.8956102538	0.2762299558
2763	0.8956818924	0.276177791
2764	0.8957296574	0.2761365218
2765	0.8958364745	0.276060382
2766	0.895928605	0.2760118073
2767	0.895994433	0.2759572787
2768	0.8960806328	0.2759003465
2769	0.8961594503	0.2758510436
2770	0.8962027488	0.2758240446
2771	0.8963033098	0.2757657532
2772	0.8963718769	0.2757102165
2773	0.8964422858	0.2756536082
2774	0.8965123779	0.2756016884
2775	0.8965840827	0.2755616225
2776	0.8966375812	0.2755156277
2777	0.8967112791	0.2754689523
2778	0.8967890106	0.2754162178
2779	0.896880997	0.2753397035
2780	0.8969159078	0.2753123938
2781	0.8969377078	0.275275772
2782	0.8970160695	0.2752279248
2783	0.8971273948	0.2751521833
2784	0.8971535486	0.2751228232
2785	0.8971881116	0.2750995168
2786	0.8972443918	0.2750601724
2787	0.8973404256	0.2749967205
2788	0.8973977094	0.2749628938
2789	0.8974614436	0.2749135895
2790	0.8975271421	0.2748657805
2791	0.8975827837	0.2748278134
2792	0.8976662211	0.2747767251
2793	0.8977380035	0.274708397
2794	0.8978380816	0.2746505345
2795	0.8978861915	0.2746114028
2796	0.8979522825	0.2745678726
2797	0.8980093411	0.2745221281
2798	0.8980747199	0.2744758087
2799	0.8981589226	0.2744068235
2800	0.8982163005	0.2743614332
2801	0.8983005712	0.274306483
2802	0.8983556594	0.274262778
2803	0.8983902513	0.2742305698
2804	0.8984466073	0.2741920586
2805	0.8984902573	0.2741321116
2806	0.8985695955	0.2740689894
2807	0.8986560568	0.274022718
2808	0.898725964	0.2739773769
2809	0.8987339198	0.2739691939
2810	0.8987740906	0.2739401187
2811	0.8988511128	0.2738836828
2812	0.8989282586	0.2738445871
2813	0.898980047	0.2738021158
2814	0.8990272926	0.2737618981
2815	0.8990633687	0.2737293598
2816	0.8990915484	0.2737071041
2817	0.8991765657	0.2736546323
2818	0.899265839	0.2736203699
2819	0.8993239915	0.2735846515
2820	0.8994076796	0.273530739
2821	0.8994745366	0.2734880497
2822	0.8995935699	0.2734218811
2823	0.8996499845	0.2733849473
2824	0.8997038833	0.2733408585
2825	0.8997581876	0.2732988664
2826	0.899785879	0.2732706443
2827	0.8998410865	0.2732318046
2828	0.8999204862	0.2731888755
2829	0.8999780254	0.2731443312
2830	0.9000540596	0.273092415
2831	0.900130412	0.2730403332
2832	0.9002334171	0.2729973219
2833	0.9002816097	0.272959992
2834	0.9003440556	0.272925561
2835	0.9003903654	0.2728838984
2836	0.9004828339	0.272818193
2837	0.9005364431	0.2727793088
2838	0.9006355654	0.2727274957
2839	0.9007436564	0.2726635675
2840	0.9007973671	0.2726102288
2841	0.9008048698	0.2726083615
2842	0.9008651129	0.2725528843
2843	0.900970805	0.2724808794
2844	0.9010497303	0.2724229019
2845	0.9011178832	0.272380375
2846	0.9012139993	0.2723270843
2847	0.9012868409	0.2722653625
2848	0.9013941296	0.2721993072
2849	0.9014664857	0.2721539547
2850	0.9015149623	0.2721289098
2851	0.9015853033	0.272071369
2852	0.9016431614	0.2720263965
2853	0.9017392221	0.2719715404
2854	0.9017967526	0.2719273904
2855	0.901807659	0.2719157108
2856	0.9018371814	0.2719003326
2857	0.901890817	0.2718512343
2858	0.9019676464	0.2718022217
2859	0.9020213759	0.2717397869
2860	0.9020936002	0.2716879025
2861	0.9021587111	0.2716340745
2862	0.9022371002	0.2715729947
2863	0.9023019901	0.2715314896
2864	0.9023391869	0.2715053306
2865	0.9023960543	0.2714693961
2866	0.9024552368	0.271423222
2867	0.902534038	0.2713713473
2868	0.9025892149	0.2713185948
2869	0.9026848581	0.2712672643
2870	0.9027729901	0.2712102895
2871	0.9028469252	0.2711616066
2872	0.9029067209	0.2711179364
2873	0.9029657969	0.2710837547
2874	0.9030572479	0.2710238206
2875	0.9031380535	0.27097179
2876	0.9032229204	0.2709115926
2877	0.9032751076	0.2708647825
2878	0.9033220709	0.2708233183
2879	0.9033778296	0.270782497
2880	0.9034754668	0.270724086
2881	0.903501752	0.2707115301
2882	0.9035687736	0.2706655133
2883	0.9036314366	0.2706282584
2884	0.9037018583	0.2705838674
2885	0.9037478129	0.2705519247
2886	0.9038048454	0.2705163134
2887	0.9038541027	0.2704838392
2888	0.9038987914	0.2704540793
2889	0.9039943994	0.2703908096
2890	0.9040560092	0.2703341491
2891	0.9041508163	0.2702575436
2892	0.9042385668	0.2702043827
2893	0.9043002597	0.2701640367
2894	0.9043529152	0.2701189786
2895	0.9044181662	0.2700881501
2896	0.9044509082	0.2700612779
2897	0.9045150102	0.270007362
2898	0.904578849	0.2699555039
2899	0.9046601212	0.2699057016
2900	0.904700278	0.2698582344
2901	0.9048086414	0.2697943732
2902	0.9048769819	0.2697435261
2903	0.9049656003	0.2696931589
2904	0.9050089574	0.2696642406
2905	0.9050739021	0.2696130646
2906	0.9051216919	0.2695696164
2907	0.905208013	0.2695195979
2908	0.9052352458	0.2694755518
2909	0.9053141538	0.269413291
2910	0.9053724724	0.2693725842
2911	0.9054533613	0.2693090746
2912	0.9055263034	0.2692635375
2913	0.9056256082	0.2692086812
2914	0.9057013963	0.2691641906
2915	0.9057307573	0.269143246
2916	0.9057714818	0.269077336
2917	0.9058085047	0.2690454826
2918	0.905852317	0.2689802492
2919	0.9059258412	0.2689291953
2920	0.9060055314	0.2688876454
2921	0.9060205375	0.2688480351
2922	0.9060499358	0.2688216517
2923	0.9060971786	0.2687768126
2924	0.906150244	0.2687254723
2925	0.9062397836	0.2686778906
2926	0.9063021281	0.2686313063
2927	0.9063492472	0.2686013349
2928	0.9063762559	0.268570328
2929	0.9063882882	0.2685597015
2930	0.9064743299	0.2685136674
2931	0.9065327588	0.2684783663
2932	0.9065717211	0.2684499089
2933	0.9066479685	0.2684011918
2934	0.9067497605	0.2683363006
2935	0.9067854794	0.2683028426
2936	0.906848467	0.2682607253
2937	0.9069320517	0.2682074858
2938	0.9070153514	0.2681583358
2939	0.9070709201	0.2681191331
2940	0.9070993624	0.268072169
2941	0.9071750962	0.2680148907
2942	0.9072834478	0.2679562268
2943	0.9073826349	0.2678881765
2944	0.9074676118	0.2678353867
2945	0.9075420155	0.2678006453
2946	0.9075811299	0.2677628057
2947	0.9076213934	0.2677224034
2948	0.9076966116	0.2676749879
2949	0.9077276389	0.2676473674
2950	0.907776462	0.2676136703
2951	0.9078335081	0.2675883053
2952	0.9078828767	0.2675388376
2953	0.9079611273	0.2674925196
2954	0.9079952836	0.2674636203
2955	0.9080638693	0.2674175124
2956	0.9081342836	0.2673652862
2957	0.9081792998	0.2673322885
2958	0.9082180437	0.2672988865
2959	0.9083005154	0.2672433412
2960	0.9084396169	0.2671612633
2961	0.9084850032	0.2671251699
2962	0.9085611246	0.2670620568
2963	0.9086401593	0.2670027832
2964	0.9086928314	0.2669661226
2965	0.9087766331	0.2669091165
2966	0.9088317708	0.2668776511
2967	0.9088965676	0.2668221326
2968	0.9089886033	0.2667720415
2969	0.9090960324	0.2667098729
2970	0.9091137607	0.2666734835
2971	0.9091344462	0.2666436562
2972	0.9091799848	0.2666094402
2973	0.9092273016	0.2665656407
2974	0.9092802689	0.2665265692
2975	0.9093415041	0.2664709342
2976	0.9093911471	0.2664243854
2977	0.9094830491	0.2663655088
2978	0.9095540521	0.2663210361
2979	0.9095990998	0.2662890684
2980	0.9096709	0.2662392701
2981	0.9097279581	0.2661904947
2982	0.9097824902	0.2661525381
2983	0.909838929	0.2661016878
2984	0.9099521785	0.2660416919
2985	0.9099924331	0.266009034
2986	0.9100552612	0.2659575326
2987	0.9101146264	0.2659096043
2988	0.9101800888	0.2658590377
2989	0.9102476103	0.2658050262
2990	0.9103091591	0.265765013
2991	0.9103395054	0.2657289836
2992	0.9103822822	0.2656658204
2993	0.9104221728	0.2656354364
2994	0.9104241167	0.26560389
2995	0.9104967938	0.2655527726
2996	0.9105528027	0.2655055759
2997	0.9106463334	0.265458442
2998	0.9107032234	0.2654018565
2999	0.9107815451	0.2653667094
3000	0.9108451713	0.2653161246
3001	0.9108733728	0.265271704
3002	0.9109191015	0.2652305591
3003	0.9109990116	0.2651628191
3004	0.9110626838	0.2651197541
3005	0.9110940542	0.2651003096
3006	0.9111297894	0.2650611755
3007	0.911177053	0.2650251924
3008	0.9112609851	0.2649710162
3009	0.9113295548	0.264927618
3010	0.9113778171	0.2648802098
3011	0.9114457143	0.2648293833
3012	0.9114625769	0.2648090319
3013	0.9115270303	0.2647598665
3014	0.9115863054	0.264712557
3015	0.9116842437	0.2646471962
3016	0.9117146583	0.2646274832
3017	0.9117670461	0.2645881607
3018	0.9118304709	0.2645447598
3019	0.9119060884	0.264495509
3020	0.9119664177	0.2644515471
3021	0.912020596	0.2644197382
3022	0.9120708925	0.2643742652
3023	0.9121229718	0.2643205611
3024	0.9121943706	0.2642718982
3025	0.9122390686	0.2642453015
3026	0.9123016386	0.264200546
3027	0.9123755348	0.2641455437
3028	0.9124305671	0.2641032707
3029	0.9125281434	0.2640350901
3030	0.9126136853	0.2639821271
3031	0.9126582712	0.2639485884
3032	0.9127030662	0.2639186301
3033	0.9127566519	0.2638853234
3034	0.9127885711	0.2638457854
3035	0.9128210311	0.263810251
3036	0.9128829688	0.2637688444
3037	0.9129124934	0.2637320326
3038	0.9129607216	0.2636814554
3039	0.9130352445	0.2636331949
3040	0.9130958325	0.2635914333
3041	0.9131616572	0.2635348852
3042	0.9132252328	0.2634980582
3043	0.9132339301	0.2634742925
3044	0.913276427	0.2634370175
3045	0.9133392932	0.263396987
3046	0.9134328681	0.2633474128
3047	0.9135272629	0.2633042347
3048	0.9135638055	0.2632666451
3049	0.9136072305	0.2632403039
3050	0.9136579767	0.2632044413
3051	0.9137038119	0.2631767128
3052	0.9137313081	0.2631470612
3053	0.9137313081	0.2631470611
3054	0.913773164	0.2631173805
3055	0.9138042891	0.2630861197
3056	0.9138347481	0.2630489318
3057	0.913843539	0.2630331936
3058	0.9139061522	0.2629879945
3059	0.9139665729	0.2629353249
3060	0.9140436963	0.2628718189
3061	0.9141043255	0.2628182992
3062	0.9141684262	0.2627712166
3063	0.9142424559	0.2627199596
3064	0.9142943169	0.26268665
3065	0.9143498419	0.2626403054
3066	0.9144435332	0.2625874929
3067	0.9144931112	0.2625508131
3068	0.914554806	0.2625041742
3069	0.9146235617	0.2624565989
3070	0.9146715509	0.2624169738
3071	0.914730807	0.2623657046
3072	0.9147828096	0.2623217
3073	0.9148260266	0.2622813183
3074	0.9148847969	0.2622332869
3075	0.9149416637	0.2621931785
3076	0.9149983024	0.2621550221
3077	0.9150127579	0.2621231317
3078	0.915071936	0.2620896755
3079	0.9150926309	0.2620588737
3080	0.9151464297	0.2619931515
3081	0.9151902557	0.2619508447
3082	0.9152746215	0.261887952
3083	0.9153352497	0.2618496468
3084	0.9153873302	0.2618189959
3085	0.9154454985	0.2617831119
3086	0.9155138973	0.2617353725
3087	0.915549826	0.2617050695
3088	0.9155740856	0.2616812533
3089	0.9156526418	0.2616321071
3090	0.9157232707	0.2615823384
3091	0.9157653325	0.2615375005
3092	0.9158170072	0.2615101976
3093	0.9159329829	0.2614485949
3094	0.915981842	0.261398203
3095	0.9160084499	0.2613656489
3096	0.9160801974	0.2613018204
3097	0.9161447088	0.261252737
3098	0.9161844275	0.2612213956
3099	0.9162467237	0.2611721144
3100	0.9163070069	0.2611241826
3101	0.9163701933	0.2610718421
3102	0.9163981585	0.261041149
3103	0.9164439181	0.260998934
3104	0.9164891006	0.2609656732
3105	0.9165312827	0.2609357114
3106	0.9165912822	0.2608864825
3107	0.9166656957	0.2608458762
3108	0.9167207519	0.2608018411
3109	0.9167717158	0.2607562731
3110	0.9168076827	0.2607208674
3111	0.9168695583	0.2606699777
3112	0.9169358125	0.2606210064
3113	0.9169813044	0.2605820004
3114	0.9170230093	0.2605523683
3115	0.9171003863	0.2604954198
3116	0.917141204	0.2604611023
3117	0.9172022802	0.2604240515
3118	0.9172698107	0.2603771756
3119	0.9173245572	0.2603428656
3120	0.9173592659	0.2602953138
3121	0.9174261238	0.260256825
3122	0.9174547569	0.2602324689
3123	0.917521285	0.2601895872
3124	0.9175403085	0.2601678716
3125	0.9175896417	0.2601223019
3126	0.9176522736	0.260065349
3127	0.9176918893	0.2600283441
3128	0.9177300956	0.2599949249
3129	0.9177769869	0.2599456519
3130	0.9178051582	0.259913775
3131	0.9178601052	0.2598806675
3132	0.9179053276	0.2598510138
3133	0.9179555609	0.2598153584
3134	0.9179700319	0.2597953068
3135	0.9179956988	0.2597664356
3136	0.9180568263	0.2597169735
3137	0.9180821501	0.2596967233
3138	0.918141832	0.2596535201
3139	0.9181708076	0.2596184826
3140	0.9182528463	0.2595595561
3141	0.9183141899	0.2595039587
3142	0.9183457556	0.259480342
3143	0.9183892688	0.2594503566
3144	0.9184314694	0.2594106165
3145	0.9185064677	0.2593637653
3146	0.9185430298	0.2593356063
3147	0.9186144727	0.2592907904
3148	0.918659864	0.2592452654
3149	0.9187101232	0.2592041779
3150	0.9188223957	0.2591453805
3151	0.918886739	0.2590987329
3152	0.9189424698	0.2590569121
3153	0.9190260528	0.258990979
3154	0.9190697788	0.2589615464
3155	0.9190792046	0.258946576
3156	0.9191698405	0.2588892325
3157	0.9192247968	0.2588459907
3158	0.9193144385	0.2587964913
3159	0.919343786	0.2587622172
3160	0.919382919	0.258724916
3161	0.919413774	0.2586982775
3162	0.9194677992	0.258655401
3163	0.9195074032	0.2586251474
3164	0.9195094737	0.2586078566
3165	0.9195573608	0.2585711416
3166	0.919592673	0.2585499025
3167	0.9196525624	0.258493186
3168	0.9197418295	0.2584332501
3169	0.9198455874	0.2583814097
3170	0.9198751423	0.2583549754
3171	0.9199328854	0.2583043167
3172	0.9199965988	0.2582636657
3173	0.920072732	0.2582063224
3174	0.9201535657	0.2581585223
3175	0.9202884879	0.2580724111
3176	0.920335762	0.2580448656
3177	0.9203595669	0.2580119361
3178	0.9204201671	0.2579731427
3179	0.9204601986	0.2579381838
3180	0.9205063954	0.2579025096
3181	0.9205662987	0.2578502784
3182	0.9206124947	0.25780979
3183	0.9206663061	0.2577668326
3184	0.9206680795	0.257764846
3185	0.9207073985	0.2577187015
3186	0.9207997904	0.2576573051
3187	0.920827174	0.2576198129
3188	0.9209040003	0.2575658546
3189	0.9209799609	0.257514377
3190	0.9210172334	0.2574776477
3191	0.9210744324	0.257426089
3192	0.921121466	0.2573778347
3193	0.9211837844	0.2573304341
3194	0.92120788	0.2573082935
3195	0.9212413244	0.2572702676
3196	0.9213246453	0.2572169108
3197	0.9214046937	0.2571611961
3198	0.9214607951	0.2571233516
3199	0.9215506717	0.2570658867
3200	0.9216390532	0.2570051079
3201	0.9216927596	0.2569588551
3202	0.9217573837	0.2569018639
3203	0.9217970394	0.2568503388
3204	0.9218569388	0.2568030656
3205	0.9219195432	0.2567524626
3206	0.9219952542	0.256694913
3207	0.9220231918	0.2566650487
3208	0.9220774352	0.2566087624
3209	0.9221493914	0.2565500575
3210	0.9221753519	0.2565270937
3211	0.9222022486	0.2564963385
3212	0.9222706024	0.2564355415
3213	0.9223130791	0.2564053715
3214	0.9223741757	0.2563633826
3215	0.9224002783	0.2563412024
3216	0.9224667861	0.2562839342
3217	0.9225222841	0.2562517691
3218	0.9225885522	0.2561963165
3219	0.9226301522	0.2561551405
3220	0.9226529895	0.256138654
3221	0.9227057814	0.2560949625
3222	0.922761101	0.2560451158
3223	0.9228501488	0.2559877148
3224	0.9228680421	0.2559689566
3225	0.9229054937	0.2559328554
3226	0.9229421782	0.2558922403
3227	0.9229855338	0.255854985
3228	0.9230583905	0.2558051998
3229	0.9231278945	0.2557576875
3230	0.9231648293	0.255721373
3231	0.9232449752	0.2556636052
3232	0.923310187	0.2556037072
3233	0.9233744226	0.2555483365
3234	0.9234421979	0.2554978927
3235	0.9234981321	0.2554386842
3236	0.9235444778	0.2553866801
3237	0.9235723115	0.2553523979
3238	0.9236369092	0.2552948536
3239	0.9236856351	0.2552511343
3240	0.9237157062	0.2552147433
3241	0.9237792818	0.2551624175
3242	0.9237880122	0.2551568987
3243	0.9238497624	0.2551149074
3244	0.9239028231	0.2550609044
3245	0.9239450216	0.2550129643
3246	0.9239974547	0.2549758641
3247	0.9240376	0.2549340815
3248	0.9240647007	0.2549152813
3249	0.924114534	0.2548724245
3250	0.9241474649	0.2548426457
3251	0.9241935983	0.2548045604
3252	0.9242573253	0.2547675296
3253	0.9243024344	0.2547328546
3254	0.9243646924	0.254691123
3255	0.9244681246	0.2546247666
3256	0.924557732	0.2545679916
3257	0.9246468341	0.2545123657
3258	0.924682125	0.2544711517
3259	0.9247334656	0.2544304771
3260	0.9247829347	0.2543874923
3261	0.9248142216	0.2543401941
3262	0.9248811315	0.2542795189
3263	0.9249229386	0.2542395057
3264	0.9249690466	0.2541918717
3265	0.9250307447	0.2541510021
3266	0.9251202071	0.2540881116
3267	0.9251624207	0.2540545705
3268	0.9252413411	0.254004734
3269	0.9253030049	0.253954664
3270	0.9253523519	0.2539150913
3271	0.9254436124	0.2538591599
3272	0.925513333	0.2538023717
3273	0.9255260301	0.2537809736
3274	0.925577291	0.2537451508
3275	0.9256283124	0.2537081988
3276	0.9256703205	0.2536652883
3277	0.9257110267	0.2536272241
3278	0.9257481111	0.2536054199
3279	0.925804575	0.2535666919
3280	0.925863903	0.2535107584
3281	0.9259102774	0.2534812735
3282	0.9259606631	0.2534409226
3283	0.9259905819	0.2534144142
3284	0.9260783316	0.2533518627
3285	0.9261239067	0.2533085008
3286	0.9261427399	0.253279207
3287	0.9261776938	0.2532434759
3288	0.9262445567	0.2531849427
3289	0.9262880285	0.2531488349
3290	0.9263524931	0.2531082152
3291	0.9264029155	0.2530598216
3292	0.9264289925	0.2530268109
3293	0.9265125033	0.2529824081
3294	0.9265352777	0.2529512689
3295	0.9265681894	0.2529086905
3296	0.9266088477	0.2528816194
3297	0.9266431235	0.252852798
3298	0.9266873879	0.2528194542
3299	0.9267145373	0.2527826451
3300	0.9267506957	0.2527456189
3301	0.9268180623	0.2527044377
3302	0.9268281009	0.2526828873
3303	0.9268740108	0.2526503756
3304	0.9269380656	0.2526049118
3305	0.9269652549	0.2525855765
3306	0.9269978324	0.2525598668
3307	0.9270174664	0.2525379703
3308	0.9270668825	0.2524921837
3309	0.9271075499	0.2524583223
3310	0.9271677658	0.2524011503
3311	0.9272178223	0.2523523668
3312	0.9272922862	0.25229047
3313	0.927355612	0.2522382469
3314	0.9274215076	0.2521870202
3315	0.9275023485	0.2521375581
3316	0.9275762897	0.2520879427
3317	0.9276251226	0.252042695
3318	0.9276652348	0.2520048579
3319	0.9277313398	0.2519514176
3320	0.9277499656	0.2519238716
3321	0.9277859476	0.2518918201
3322	0.9278298033	0.251858858
3323	0.9278792205	0.251805669
3324	0.9279153764	0.251766744
3325	0.927945413	0.2517209373
3326	0.9279797749	0.2516834517
3327	0.9280579369	0.2516119199
3328	0.9281111023	0.2515665985
3329	0.928161629	0.2515183347
3330	0.928219845	0.2514824542
3331	0.9282712677	0.2514264817
3332	0.9283425849	0.2513743916
3333	0.9283987046	0.2513327041
3334	0.9284945255	0.2512717858
3335	0.9285653911	0.2512174368
3336	0.9286219302	0.2511729358
3337	0.9286967639	0.2511103923
3338	0.9287485187	0.2510579092
3339	0.9287793872	0.2510315594
3340	0.9288369969	0.25099035
3341	0.9288409435	0.2509725345
3342	0.9288448982	0.250959296
3343	0.9289082037	0.2509052921
3344	0.9289513203	0.2508572043
3345	0.928963604	0.2508343845
3346	0.9289978609	0.250798965
3347	0.9290312182	0.2507642893
3348	0.9290863628	0.2507133145
3349	0.9291185535	0.2506641011
3350	0.9291850782	0.2506066637
3351	0.9292499383	0.2505545331
3352	0.9292997476	0.2505069826
3353	0.9293527301	0.2504699426
3354	0.9293802384	0.2504398466
3355	0.9294227001	0.2503916931
3356	0.9294506932	0.2503558361
3357	0.9294751823	0.2503320627
3358	0.9295123396	0.2503000937
3359	0.9295476871	0.25027306
3360	0.9296154488	0.2502210255
3361	0.929632111	0.2501915435
3362	0.9296871923	0.2501405452
3363	0.9297443122	0.2500918596
3364	0.9298025766	0.250044596
3365	0.9298822178	0.2499877984
3366	0.9299446456	0.2499224766
3367	0.92998619	0.2498871327
3368	0.9300357875	0.2498355355
3369	0.9300860236	0.2497869051
3370	0.9301376478	0.2497568863
3371	0.9301703068	0.2497234167
3372	0.9302605979	0.2496551191
3373	0.9303233013	0.2496055794
3374	0.9303885603	0.249569844
3375	0.9304276606	0.2495425352
3376	0.930498121	0.2494854295
3377	0.9305317442	0.2494440922
3378	0.9305677293	0.249411813
3379	0.9306051692	0.2493855871
3380	0.9306736066	0.2493267962
3381	0.9307168209	0.2492862721
3382	0.9307775275	0.2492368921
3383	0.9308205122	0.2492009817
3384	0.9308645235	0.2491628618
3385	0.9309224935	0.2491108166
3386	0.9309685824	0.249063192
3387	0.9310603823	0.2489991789
3388	0.9310884089	0.2489504259
3389	0.9311467189	0.2489098357
3390	0.9312218038	0.2488526632
3391	0.9312659702	0.2488113663
3392	0.9312866003	0.2487899862
3393	0.9313347153	0.2487498184
3394	0.9313957703	0.2487071906
3395	0.9314260234	0.2486909922
3396	0.9314488038	0.2486643855
3397	0.9314949137	0.2486238716
3398	0.931520957	0.2486053173
3399	0.9315513897	0.2485734974
3400	0.9316177335	0.2485281561
3401	0.9316600004	0.2484938578
3402	0.931714777	0.2484505886
3403	0.9317454303	0.248417009
3404	0.931797365	0.2483759648
3405	0.9318319543	0.2483375671
3406	0.9318791964	0.2483001737
3407	0.9319050659	0.2482779135
3408	0.9319158713	0.2482692186
3409	0.9319209504	0.2482622615
3410	0.9319562177	0.2482339541
3411	0.931991689	0.2482040958
3412	0.932065577	0.2481581004
3413	0.9320985209	0.2481166235
3414	0.9321303006	0.2480910691
3415	0.9321921345	0.2480376305
3416	0.9322180142	0.2480109759
3417	0.9322403636	0.2479972569
3418	0.9323191082	0.2479358523
3419	0.9323875921	0.2478918264
3420	0.9324225283	0.2478480212
