iter	PRAUC	Logloss
99	0.5020051507	0.4564312473
100	0.5021904088	0.4563279553
101	0.5023964655	0.4562300086
102	0.5029032778	0.4560638068
103	0.503440887	0.4558735789
104	0.5036571299	0.4557926364
105	0.5040291433	0.4556886118
106	0.5042016023	0.4556039015
107	0.5044864223	0.4555064968
108	0.5048501976	0.4553926171
109	0.5050942143	0.455270484
110	0.5053500708	0.4551519685
111	0.5055627686	0.4550247147
112	0.505808619	0.454894672
113	0.5061227226	0.4547298394
114	0.5063952885	0.4546154682
115	0.5065550783	0.4545145079
116	0.5068349223	0.4543705248
117	0.50697751	0.4543041327
118	0.5072186714	0.4541685086
119	0.507453024	0.4540941296
120	0.5078305024	0.4539161339
121	0.5081477994	0.4537477949
122	0.5085917281	0.453630367
123	0.5088762937	0.4534892819
124	0.5091610841	0.453359909
125	0.5094513585	0.4532185665
126	0.5096582315	0.4531125263
127	0.5097716229	0.4530503982
128	0.5099814867	0.4529459013
129	0.5102327615	0.4528340351
130	0.5105381406	0.4527134488
131	0.5107824389	0.4526417252
132	0.511015103	0.4525543868
133	0.5114723324	0.4524099875
134	0.5118731583	0.4522695647
135	0.5121263101	0.4521520387
136	0.5122930141	0.4520624626
137	0.5126165117	0.4519447184
138	0.5128118471	0.4518798785
139	0.513094433	0.4517725893
140	0.5133572425	0.451658889
141	0.5135000695	0.451551198
142	0.5137854731	0.4514512866
143	0.5140190314	0.4513359319
144	0.514267316	0.4512564026
145	0.5146430901	0.451113571
146	0.5149195675	0.4510087601
147	0.5151138342	0.4509167829
148	0.5152525209	0.4508582322
149	0.5155367824	0.4507867267
150	0.5157299017	0.4506855163
151	0.5158533408	0.4506109729
152	0.5160857144	0.4505152504
153	0.5163067933	0.4504174848
154	0.5165304513	0.4503330074
155	0.5167481554	0.4502337434
156	0.5169255379	0.450145357
157	0.5171496767	0.4500373526
158	0.5173498364	0.449949304
159	0.5176411452	0.4498282749
160	0.5178016337	0.4497563795
161	0.5181135768	0.4496333118
162	0.5183518142	0.4494945999
163	0.5185897411	0.4494022411
164	0.5189060304	0.4492746636
165	0.5191158604	0.4492119744
166	0.5194793675	0.4491122828
167	0.5199549327	0.4490097633
168	0.5201710732	0.4489198347
169	0.5204234645	0.4488216007
170	0.5205176577	0.4487544288
171	0.5206709771	0.4486723588
172	0.5208431383	0.4485973936
173	0.5210769331	0.4484635662
174	0.5213529525	0.448357947
175	0.5218229921	0.4482406708
176	0.5219919281	0.4481452859
177	0.5223543922	0.4480327786
178	0.5226244876	0.4479404131
179	0.5229507686	0.4478503779
180	0.5231052904	0.44774813
181	0.5233196183	0.4476298947
182	0.5236352638	0.4475576803
183	0.5238883728	0.447470949
184	0.5241451737	0.4473521525
185	0.5242839585	0.4472787834
186	0.5244645812	0.447228759
187	0.5247961882	0.4471102508
188	0.5249548701	0.4470293137
189	0.5253205611	0.4469292656
190	0.5255819888	0.4468266925
191	0.5260199241	0.4467320279
192	0.5263135431	0.446621836
193	0.5264494639	0.4465565112
194	0.5266453456	0.4464826159
195	0.5267771716	0.4464194316
196	0.5270677038	0.4463368249
197	0.5272735411	0.4462430554
198	0.5275882714	0.4461253765
199	0.5279193996	0.4459682862
200	0.5280586612	0.4458868445
201	0.5283297386	0.4457924434
202	0.5286312307	0.4456459994
203	0.5288634917	0.4455725457
204	0.5290959261	0.4454409411
205	0.5294477688	0.4452768376
206	0.5298050151	0.4451460776
207	0.5299155215	0.4450405336
208	0.5301049155	0.4449667309
209	0.5303289684	0.4448649535
210	0.5306410861	0.4447303673
211	0.5309779294	0.4445891124
212	0.531239718	0.4444883683
213	0.5315297461	0.4443538648
214	0.5317741932	0.4442765775
215	0.5319699252	0.4441736572
216	0.5321596196	0.4440962407
217	0.532538658	0.4439431633
218	0.5328357518	0.4438135195
219	0.5330821706	0.4437023814
220	0.5335279371	0.4435571743
221	0.5338013408	0.4434970616
222	0.5340000473	0.4433652536
223	0.5342106498	0.4432978721
224	0.5345467183	0.4431759658
225	0.5347543709	0.443100789
226	0.5349267751	0.4430335062
227	0.5349807117	0.4430119678
228	0.5351761942	0.4428882964
229	0.5355821885	0.4427190569
230	0.5358556067	0.442631132
231	0.5360777996	0.4425169061
232	0.5365762293	0.4423985719
233	0.5369449769	0.4422746469
234	0.5371086511	0.4421794345
235	0.5373530628	0.4420758444
236	0.5376313224	0.4419808614
237	0.5379631319	0.4418511889
238	0.5383689263	0.4417067173
239	0.538683344	0.4415878415
240	0.5390794584	0.4414133097
241	0.5394129466	0.4412580502
242	0.5396544367	0.4411274975
243	0.5399753183	0.4409863243
244	0.5401521142	0.440904212
245	0.5404330942	0.4407823356
246	0.5408642936	0.4406426788
247	0.5413467652	0.4404441642
248	0.5415630132	0.4403333091
249	0.5418887491	0.4402370609
250	0.5420998024	0.4401411818
251	0.5423715881	0.4400057389
252	0.542665497	0.4398828187
253	0.5428838997	0.43974118
254	0.5432130122	0.4396169043
255	0.5434173499	0.439524577
256	0.5437254319	0.439425315
257	0.5439734964	0.4393479173
258	0.5443109026	0.4392318205
259	0.5447238764	0.4390940459
260	0.5449868999	0.4390161224
261	0.5453323671	0.4388898271
262	0.5456550268	0.438777824
263	0.5460347218	0.4386785907
264	0.5462545629	0.4386024123
265	0.5463809203	0.4385395901
266	0.5465378771	0.4384078625
267	0.54676212	0.438326172
268	0.5471560229	0.4382225556
269	0.5474358729	0.4381121329
270	0.5476360126	0.4380070557
271	0.5479184067	0.4378948344
272	0.5481050205	0.4378346468
273	0.5483878558	0.4377453622
274	0.5486926969	0.4376568633
275	0.5489618056	0.437558039
276	0.5491862239	0.4374358032
277	0.5494043283	0.4373305963
278	0.5495707165	0.4372548197
279	0.5497743529	0.4371538834
280	0.5502040334	0.4370637042
281	0.5506577923	0.4369183907
282	0.5509270137	0.4368269904
283	0.5510902853	0.4366983065
284	0.5512584625	0.4366354967
285	0.5515063201	0.4365213685
286	0.5517443434	0.4364245548
287	0.5521029239	0.436295328
288	0.5523229043	0.4361960745
289	0.5525040216	0.4360342231
290	0.5528567978	0.4359468247
291	0.5530844117	0.4358276863
292	0.5533314557	0.4357578788
293	0.5533949032	0.4357267863
294	0.553697339	0.4356569802
295	0.5540573775	0.4355396592
296	0.5543094188	0.4354046568
297	0.5546107575	0.4352880178
298	0.5549186067	0.4351685498
299	0.5550232127	0.435124113
300	0.5552472342	0.4350748989
301	0.5555317719	0.4349851779
302	0.5558384746	0.4348841169
303	0.5561400899	0.4347995147
304	0.5562803067	0.4347202125
305	0.5566410852	0.4346183811
306	0.5568485476	0.4345185108
307	0.5570366458	0.4344007426
308	0.557220549	0.4343021576
309	0.5574028191	0.4342223154
310	0.5576564959	0.4341415617
311	0.5580292331	0.4339959158
312	0.5582673749	0.433888092
313	0.5586043363	0.4337686414
314	0.5588688639	0.4336646941
315	0.5591136904	0.4335933468
316	0.5593944184	0.4334823804
317	0.5595686292	0.4334052932
318	0.5596634291	0.4333048536
319	0.5598503134	0.433246374
320	0.5601166237	0.4331294591
321	0.560254476	0.4330636639
322	0.5605744419	0.4329483403
323	0.5608731248	0.4328699101
324	0.5611205847	0.432761652
325	0.5612688114	0.4326345791
326	0.5615218658	0.43251975
327	0.5617107715	0.4324437064
328	0.5618533956	0.4323812168
329	0.5620019206	0.4322744518
330	0.5621728685	0.4322068293
331	0.5623801761	0.4321244336
332	0.56259521	0.4320117147
333	0.5628201063	0.4318916572
334	0.5631942694	0.4317495055
335	0.5633827212	0.4316617404
336	0.5635954758	0.4315938325
337	0.5639759809	0.4314713881
338	0.5641744673	0.4313245769
339	0.5643793125	0.4312641912
340	0.5646248138	0.4311536582
341	0.5647687631	0.4310965175
342	0.5650259823	0.4309877703
343	0.5653135704	0.4308892414
344	0.5655763025	0.4307754751
345	0.565824035	0.4306747287
346	0.5660701088	0.4305772252
347	0.5663948098	0.4304830911
348	0.566580117	0.4303909447
349	0.5669078966	0.4302489003
350	0.5671729831	0.4301550136
351	0.5675427475	0.4300141737
352	0.567662733	0.4299513559
353	0.5678622094	0.4298782922
354	0.5679688061	0.4298397775
355	0.5682405136	0.4297359367
356	0.568412407	0.429640634
357	0.5688472174	0.4295207252
358	0.5691359124	0.4294258684
359	0.5692462933	0.4293963905
360	0.5694617855	0.4293199194
361	0.5697511382	0.4292069768
362	0.5701272897	0.4290964477
363	0.5702150354	0.4290580131
364	0.5704563009	0.42896743
365	0.5707968317	0.4288482851
366	0.5708392896	0.4288178783
367	0.571127334	0.4287420134
368	0.5713535727	0.4286487457
369	0.5717290182	0.4285474663
370	0.5719563749	0.428476393
371	0.5722217828	0.4283426493
372	0.5724315727	0.4282364082
373	0.5727279979	0.4281350339
374	0.5728824823	0.4280285468
375	0.5730155954	0.4279519337
376	0.5732738951	0.4278726285
377	0.5735025348	0.4277980095
378	0.5737448142	0.4277242284
379	0.5740302756	0.4276302654
380	0.5743355583	0.4275618639
381	0.5745090362	0.4274797337
382	0.5747487575	0.4274101753
383	0.5749833872	0.4273384274
384	0.5752439809	0.4272409621
385	0.5753850297	0.4272039385
386	0.5756015194	0.4270973642
387	0.5758066929	0.4270128727
388	0.5760018974	0.4269139728
389	0.5762955208	0.4267805439
390	0.576460606	0.4266930355
391	0.5766966773	0.4265884301
392	0.5769174178	0.4264927291
393	0.5772469267	0.4263833106
394	0.5775048754	0.4262683523
395	0.5776803833	0.4261959649
396	0.5779919755	0.4261012706
397	0.5781812158	0.4260510049
398	0.5783413146	0.4259404178
399	0.5786385539	0.4258180573
400	0.5788423507	0.4257367804
401	0.5789858487	0.4256451078
402	0.5792605469	0.4255655004
403	0.5794322954	0.4255010775
404	0.5796036108	0.4254310546
405	0.5797987566	0.4253429323
406	0.5800016924	0.4252696265
407	0.5803408339	0.4251402454
408	0.5803923784	0.425105655
409	0.5806241701	0.4250068403
410	0.5808464655	0.4249354149
411	0.5811816315	0.4248229703
412	0.5814799695	0.4247093663
413	0.5816349589	0.4246273678
414	0.58179103	0.4245382543
415	0.5818480465	0.4245099465
416	0.5821388958	0.4243940412
417	0.5823051718	0.424316189
418	0.5825912638	0.4242070516
419	0.5828367291	0.4240988007
420	0.5829292451	0.4240533535
421	0.5830737181	0.4239838056
422	0.583267219	0.4238847267
423	0.5834326469	0.4238047868
424	0.5837917529	0.4236755833
425	0.5839783492	0.4235944657
426	0.5841474898	0.4235218115
427	0.5843375708	0.4234511798
428	0.5846035672	0.4233331954
429	0.5848513402	0.4232385286
430	0.5850786117	0.4231260573
431	0.5853879313	0.4229592327
432	0.5856875156	0.4228722045
433	0.5858668187	0.4227972377
434	0.5861388744	0.4227058643
435	0.5865622942	0.4225629239
436	0.5867769971	0.4224736851
437	0.5872225168	0.4223646493
438	0.5875052384	0.4222505012
439	0.5877169756	0.4222000735
440	0.5880775451	0.422096069
441	0.5882372926	0.4219689485
442	0.588403132	0.4219000753
443	0.5884139722	0.4218970903
444	0.5886951355	0.4217884816
445	0.5888456329	0.4217132084
446	0.5890913862	0.4216126258
447	0.5892625872	0.4215319389
448	0.5895208688	0.4214384604
449	0.589872481	0.4212985655
450	0.590019108	0.4212180768
451	0.5902646716	0.4211263684
452	0.5903638318	0.4210700963
453	0.5906215477	0.4209825497
454	0.5908631855	0.4209059473
455	0.5911206137	0.4208157544
456	0.5913825944	0.4206998161
457	0.5915811342	0.4206381812
458	0.5918298777	0.4205573491
459	0.5920870381	0.4204627094
460	0.5922496266	0.4203843596
461	0.5926013666	0.4202585524
462	0.5929416458	0.4201606414
463	0.5932845478	0.4200311329
464	0.5936570443	0.4199201354
465	0.5938727787	0.4198085559
466	0.5941329554	0.4197067201
467	0.5942406173	0.4196354738
468	0.5944814003	0.4195388447
469	0.5947157845	0.4194372422
470	0.5948526015	0.4193852081
471	0.595198372	0.4193031136
472	0.5954308639	0.4191676762
473	0.5956507098	0.4190774901
474	0.5957531464	0.418996129
475	0.5959302011	0.41890179
476	0.5961832048	0.4188104048
477	0.5963685425	0.4187409985
478	0.596639041	0.4186467872
479	0.596994873	0.4185141681
480	0.597174618	0.4184489221
481	0.5973796586	0.4183656353
482	0.5976233937	0.4182400893
483	0.5979088508	0.4181429325
484	0.5982756039	0.4180297415
485	0.5984969456	0.4179251019
486	0.598603398	0.4178548824
487	0.5987750428	0.4177134399
488	0.5990828974	0.4175970972
489	0.599323181	0.4174989202
490	0.5995015169	0.4174052295
491	0.5997165807	0.4172925778
492	0.5999872893	0.4172133109
493	0.6002833127	0.4171152714
494	0.6006471674	0.4170047038
495	0.6007588752	0.4169434325
496	0.6010196275	0.4168590879
497	0.6012004731	0.4167539246
498	0.6015164788	0.4166770665
499	0.6017268255	0.4166196442
500	0.6019265639	0.4165350399
501	0.602217419	0.4164563845
502	0.6025007295	0.4163602711
503	0.6026624008	0.4162894198
504	0.6028959167	0.4161828461
505	0.603166577	0.4160984927
506	0.6033837731	0.4160333018
507	0.6035662373	0.4159405252
508	0.6039055757	0.4158139199
509	0.6041274164	0.4156893337
510	0.6042993468	0.4155963306
511	0.6046288304	0.4154742425
512	0.6048582173	0.4153920878
513	0.6051051121	0.4152902977
514	0.6052363062	0.4152234188
515	0.6054044486	0.4151562409
516	0.605541503	0.4150849596
517	0.6057762867	0.4149893895
518	0.6059286646	0.4149154787
519	0.6060610497	0.4148383103
520	0.6063147123	0.4147696712
521	0.6064373623	0.4146730495
522	0.6067093279	0.4145622971
523	0.606910381	0.4144980149
524	0.607022653	0.4143758543
525	0.6072372855	0.4143007528
526	0.6073890536	0.4142444564
527	0.6075757561	0.4141832838
528	0.6076850165	0.4141398633
529	0.607949705	0.4140452873
530	0.6083116902	0.4139366336
531	0.6085985634	0.4138394369
532	0.6089442414	0.4137343045
533	0.6091419935	0.4136475726
534	0.6093415729	0.4135676332
535	0.6095833357	0.413448853
536	0.6097527579	0.4133789045
537	0.6099915242	0.4132944021
538	0.610314696	0.4131927909
539	0.6104210039	0.4131557548
540	0.6105806331	0.4130914293
541	0.6107121429	0.4130279062
542	0.6109080937	0.4129562178
543	0.6111402458	0.4128713151
544	0.6113222102	0.4127949739
545	0.6113977051	0.4127248838
546	0.6116050532	0.4126406116
547	0.6117590032	0.4125460669
548	0.6120447107	0.4124457558
549	0.6123072606	0.4123470139
550	0.6124952806	0.4122692719
551	0.6127736273	0.4121881218
552	0.6129407213	0.412092591
553	0.6131171475	0.4120164854
554	0.613313804	0.4119194795
555	0.6134745805	0.4118257306
556	0.613782563	0.4116900568
557	0.6140013978	0.4115845882
558	0.6143375963	0.4114877159
559	0.6146137966	0.4113525452
560	0.6147573489	0.4112660771
561	0.6149999727	0.411150201
562	0.6152081541	0.4110644854
563	0.6154436376	0.4109689976
564	0.6156379105	0.4108800525
565	0.6157932004	0.4108019027
566	0.6161879784	0.4106649438
567	0.6163462935	0.4105896222
568	0.6164787764	0.4105068355
569	0.616759524	0.4103879796
570	0.6169080643	0.4102917621
571	0.6170439984	0.4102112431
572	0.6173187847	0.4101333183
573	0.6175504096	0.4100529469
574	0.6178027458	0.4099763843
575	0.6179946973	0.4098806584
576	0.6181588022	0.4098081799
577	0.6183694532	0.4097072041
578	0.6186701839	0.4095653932
579	0.6188721525	0.4095142156
580	0.6190299024	0.4094718126
581	0.6191697111	0.4093768394
582	0.6194996295	0.4092716725
583	0.6196878667	0.4092043661
584	0.6198460194	0.4091025284
585	0.6200894266	0.409016626
586	0.6202838783	0.4089123058
587	0.6205901706	0.4088081358
588	0.6207039625	0.4087568104
589	0.6208649044	0.408690044
590	0.6210688954	0.4086185753
591	0.6212841691	0.408530649
592	0.6215541365	0.4084520474
593	0.6218749022	0.4083590644
594	0.6220359894	0.4082768034
595	0.6222399194	0.4082042736
596	0.6224352754	0.4080912303
597	0.6225090578	0.4080666509
598	0.6227633861	0.4079500736
599	0.623118189	0.4078472298
600	0.6233333373	0.4077670457
601	0.6235009593	0.4076914834
602	0.6238101839	0.4076146212
603	0.6239566537	0.4075618054
604	0.6242837911	0.4074337953
605	0.624548562	0.4073346695
606	0.6248292573	0.4072246239
607	0.6250023212	0.4071557902
608	0.6252932299	0.4070640129
609	0.6255247307	0.4069958974
610	0.6258355091	0.4069019884
611	0.6259326921	0.4068583177
612	0.6261580108	0.4067728596
613	0.6263400542	0.4066698778
614	0.6265238732	0.406603794
615	0.6267046319	0.4065533094
616	0.6270863757	0.4064195824
617	0.6272498703	0.4063363084
618	0.6274002952	0.4062342556
619	0.627570289	0.4061773017
620	0.6277691495	0.4060684154
621	0.6279897039	0.4059902219
622	0.628150368	0.4059250112
623	0.6283322813	0.4058348807
624	0.6284677894	0.4057675425
625	0.6287266563	0.4056766571
626	0.6289038931	0.4055904687
627	0.6290798784	0.4055030725
628	0.6294064751	0.4053854408
629	0.629574569	0.4053344819
630	0.6297891004	0.4052560313
631	0.6299780623	0.4051629172
632	0.6302685319	0.4050507222
633	0.6304836063	0.4049705365
634	0.6305854929	0.4048825836
635	0.6308470424	0.4047871737
636	0.6309866763	0.4046996735
637	0.6311384189	0.4046280405
638	0.631319631	0.4045526742
639	0.6314834145	0.4044825207
640	0.631697533	0.4044028848
641	0.6319007136	0.4043171134
642	0.6320767818	0.4042379832
643	0.6323102901	0.4041303838
644	0.6325408838	0.4040165082
645	0.6326187988	0.4039741064
646	0.6328021091	0.4038886512
647	0.632893643	0.4038069911
648	0.6330148201	0.4037499192
649	0.6331607017	0.4036728521
650	0.6335199451	0.4035273955
651	0.633664654	0.4034807048
652	0.6338617062	0.4033766553
653	0.63403217	0.4032842114
654	0.6342314278	0.4031984105
655	0.6345931982	0.4030775095
656	0.6347088631	0.4030033673
657	0.6348589517	0.402935355
658	0.6350108802	0.402877156
659	0.6350652183	0.4027968651
660	0.6351955965	0.4027405887
661	0.6353959166	0.4026566348
662	0.6355645543	0.4025854014
663	0.6357349603	0.402502337
664	0.6361178672	0.4023855694
665	0.6363938802	0.402306362
666	0.6365070279	0.4022655406
667	0.6368071225	0.4021682406
668	0.6370107951	0.4020801642
669	0.6371822842	0.4020105599
670	0.6373241088	0.4019462181
671	0.6375394895	0.4018778314
672	0.6377581633	0.4017793767
673	0.6379088781	0.401697005
674	0.6381525041	0.4015873086
675	0.6383777337	0.4015012638
676	0.6386459186	0.4013717614
677	0.6388206213	0.4012993095
678	0.6389936694	0.4012299452
679	0.6391938284	0.4011328978
680	0.6394770443	0.4010321915
681	0.6395994013	0.4009694293
682	0.6398883779	0.4008819926
683	0.6400447799	0.4008001921
684	0.6402778083	0.4007278632
685	0.6405274824	0.4006362965
686	0.6405382134	0.4006293499
687	0.6407657837	0.4005472284
688	0.6410397341	0.4004550876
689	0.6412842857	0.4003574006
690	0.641432303	0.400292572
691	0.6415972989	0.4002571599
692	0.6418079803	0.4002031452
693	0.6420904471	0.4001122531
694	0.6422968944	0.400023384
695	0.642608587	0.3999469783
696	0.6427755555	0.3998961297
697	0.6430106349	0.3998108516
698	0.6431698833	0.399715397
699	0.6433569023	0.3996425708
700	0.6434852279	0.3995744786
701	0.6436822814	0.3994939411
702	0.6438164204	0.3993985645
703	0.6440393616	0.3993142025
704	0.6442981894	0.3992346774
705	0.6445920738	0.3991241355
706	0.6448149227	0.399051432
707	0.6449493732	0.3989598718
708	0.6450914889	0.3988880731
709	0.6452916551	0.3988171493
710	0.6454831139	0.398746742
711	0.6457229038	0.3986561048
712	0.6458683324	0.3986046763
713	0.6461311971	0.3985306651
714	0.6463390803	0.3983968575
715	0.6465963224	0.3983040183
716	0.6468610338	0.3982191676
717	0.64701604	0.3981588287
718	0.6472253126	0.3980737613
719	0.647316934	0.3980470451
720	0.6475929551	0.3979426661
721	0.6478489636	0.3978597344
722	0.6479907093	0.3977832433
723	0.648052356	0.3977232033
724	0.6481136494	0.3976854473
725	0.6483223665	0.3975954374
726	0.6485350477	0.3975115337
727	0.6487271621	0.3974315366
728	0.6488292876	0.3973645722
729	0.6489889749	0.3972766655
730	0.6491398623	0.3972234101
731	0.6494130658	0.3971104677
732	0.649607929	0.3970285261
733	0.6498325827	0.3969289358
734	0.6501474175	0.3968613317
735	0.6502693859	0.3967773462
736	0.6504582612	0.3967035554
737	0.6505695157	0.3966544585
738	0.6506204814	0.3966268145
739	0.6508363987	0.3965550921
740	0.651066184	0.396435061
741	0.6512788327	0.3963330871
742	0.651445559	0.3962470366
743	0.6516918652	0.3961556316
744	0.651841504	0.3960805757
745	0.6520385569	0.3960083235
746	0.6522914593	0.3959341215
747	0.6524438286	0.3958544373
748	0.6526232104	0.3957620767
749	0.6528618845	0.3956453329
750	0.6530685241	0.3955676129
751	0.6532327011	0.3954900032
752	0.6533634224	0.3954211223
753	0.6535395632	0.3953639221
754	0.6537163941	0.3952661856
755	0.6539025666	0.3951531029
756	0.6541162037	0.3950661146
757	0.6543071003	0.394997021
758	0.6544852805	0.3949151058
759	0.654703836	0.3948404868
760	0.6549016016	0.3947554433
761	0.6551384807	0.3946649192
762	0.6553667364	0.3945899511
763	0.65556219	0.3945137002
764	0.6558507812	0.3944233304
765	0.6560343043	0.3943385196
766	0.6562363654	0.3942734852
767	0.6564096637	0.3941821194
768	0.6565725487	0.3941026362
769	0.6568006833	0.394008698
770	0.6570073288	0.3939311493
771	0.6571858963	0.3938615748
772	0.6573497196	0.3937856259
773	0.6576464009	0.3936894503
774	0.6578477717	0.3935995153
775	0.6580835025	0.3935182175
776	0.658292814	0.3934321162
777	0.6585787899	0.3933405179
778	0.6587514154	0.3932686405
779	0.6589606178	0.3931836006
780	0.6590812861	0.3931294238
781	0.6592999124	0.3930612236
782	0.6594789431	0.3929854465
783	0.6596339097	0.3929226291
784	0.6598201531	0.3928439276
785	0.6599385385	0.3927712677
786	0.6600973085	0.3927049734
787	0.6602668133	0.3926000419
788	0.66049464	0.3925126487
789	0.6606506623	0.3924397176
790	0.6608459462	0.3923556508
791	0.6610664199	0.3923052072
792	0.6612566791	0.3922031979
793	0.6613589838	0.3921244837
794	0.6615185436	0.3920472794
795	0.661772806	0.3919578859
796	0.6618937926	0.3918993925
797	0.6620996465	0.3918237991
798	0.6623073714	0.3917326268
799	0.662493134	0.3916749467
800	0.6627560791	0.3915845758
801	0.662930317	0.3915091683
802	0.6631509589	0.3914265182
803	0.6633735209	0.3913361577
804	0.6635493949	0.3912495801
805	0.6636551848	0.3911402449
806	0.6638538047	0.3910525234
807	0.6640062858	0.3909954549
808	0.6641535167	0.3909293764
809	0.6642852269	0.3908699322
810	0.6645461643	0.3907810453
811	0.6647201223	0.3906986902
812	0.6648689765	0.3906336045
813	0.6650403109	0.3905668332
814	0.6651954552	0.390502935
815	0.6653405556	0.3904593084
816	0.6655558947	0.3903803464
817	0.6657397656	0.3903113863
818	0.6659142623	0.3902437174
819	0.6660554713	0.3901715013
820	0.6662318907	0.3901065936
821	0.6663298035	0.3900521434
822	0.6665903941	0.3899427689
823	0.6666890896	0.3898767202
824	0.6668073318	0.3898311368
825	0.6669052699	0.3897909404
826	0.6671433824	0.3897003106
827	0.6673147091	0.3896232847
828	0.6674085004	0.3895729811
829	0.6675930996	0.3895012948
830	0.6677886113	0.389421276
831	0.6679929754	0.3893326343
832	0.6683503118	0.3891915817
833	0.6685376163	0.3891286045
834	0.668678144	0.3890761483
835	0.6689176081	0.3889847683
836	0.669121291	0.3888976051
837	0.6692886533	0.3888288209
838	0.6694938726	0.3887622222
839	0.6696499369	0.3886691531
840	0.669796345	0.3885988151
841	0.6698787994	0.3885206411
842	0.6700710754	0.3884512548
843	0.6702194319	0.3883903853
844	0.6704689593	0.3883093305
845	0.6706419444	0.3882505218
846	0.6708167975	0.3881982786
847	0.6710909414	0.3881101586
848	0.6712844901	0.3879990774
849	0.6713710446	0.3879365601
850	0.6715399554	0.3878735041
851	0.671784468	0.3877679598
852	0.6719946891	0.3877075038
853	0.6721566163	0.3875971187
854	0.6723798675	0.3875182226
855	0.672501641	0.3874643883
856	0.672653277	0.3874090877
857	0.672876319	0.3873117829
858	0.6731147749	0.3872177792
859	0.6732643904	0.3871612509
860	0.6733038578	0.3871407511
861	0.6733764011	0.3870750261
862	0.6736576406	0.3869989508
863	0.6737873215	0.3869171585
864	0.6740574919	0.3868234597
865	0.6742785424	0.3867360916
866	0.6744664734	0.3866542335
867	0.674580155	0.3865993569
868	0.6747698319	0.386529198
869	0.6750193476	0.3864658848
870	0.67526737	0.3863957905
871	0.6753990635	0.3863467483
872	0.6755131497	0.3862859693
873	0.6756580682	0.3862040376
874	0.6758771461	0.386110418
875	0.6760817532	0.3860224124
876	0.6763216269	0.3859274474
877	0.6764771449	0.3858643077
878	0.6765994244	0.3858170082
879	0.6767617062	0.3857586455
880	0.6769261177	0.3856956169
881	0.6770227299	0.3856497505
882	0.6772166225	0.385577742
